skill,freq,skill_id,valuation,new_value
online payments,2,1029,17.813027536513253,44
human resources policies (hr),0,721,108.59958056815974,50
integrated circuit design,1,749,72.80694377153841,130
community outreach,2,334,215.7763003170839,39
gnu,0,666,73.6170461412392,123
scala,1,1252,58.55830817021025,102
oauth,1,1017,12.216444278395427,124
human resources planning (hr),0,720,67.69962840836429,78
marketing coordination,1,895,8.445609594594611,117
educational video,1,532,190.68137279876663,149
social networking apps,1,1319,24.11645131387197,32
social video,1,1322,136.50671686084854,33
luxury goods industry,1,869,74.3512258394911,43
business plan,0,219,9.851877307250572,91
editorial consulting,2,525,190.60434817176946,110
call center management,1,242,31.374319465991416,84
canadian french,1,248,60.26355027140581,130
mt4,1,983,9.680531319622405,70
undefined,1,1459,438.8021915015922,105
creative,2,406,214.76605524933262,103
minecraft,1,946,134.00648756388077,68
building materials,1,202,155.65787122960145,131
sales prospecting,1,1241,296.5407180273145,105
video communication,1,1489,70.96196748094751,67
graphic designer,1,689,44.28058953087113,103
openvz,1,1039,110.80252255256485,47
sales contracts,1,1234,97.99082090508611,107
advertising photography,0,54,47.32315204953298,173
cinematography,1,279,23.256735315950426,115
construction management,2,356,110.20265198215587,80
business intelligence tools,1,213,423.374550291777,97
startup development,1,1364,87.91733499705406,121
betfair,1,165,97.19342695576944,120
data backup,1,439,91.78087748257684,113
atmel avr,1,132,136.45328385543698,148
back end programming,1,151,116.20255248173136,122
romance,1,1222,111.23410057548638,109
community media,1,333,59.27107320046544,89
business rescue,0,225,123.60749966802456,133
copywriter,1,378,143.67082040702982,108
social media consulting,15,1313,102.20015595706155,51
scrum,13,1259,34.044831381134685,93
account management,6,22,68.41703757924537,41
magic,12,880,206.669540573992,133
google+,26,680,5.512585165254189,130
other - illustration,2,1059,165.13907581005085,45
audio editing,26,134,17.553066241835182,71
bitcoin,5,171,226.7084005785687,140
biotechnology,4,170,108.7332412818852,129
autodesk maya,23,143,104.15049809475276,75
medical billing,4,922,123.3794895938694,84
visual c#,4,1514,75.86358492090314,82
journalism,29,809,74.46041772968647,124
spree,2,1350,44.42288628598786,96
machine design,4,874,34.40564920982268,130
web search,7,1566,649.7076205521348,139
computer literacy,3,344,83.01766185128056,73
piano,3,1110,82.52938605601027,71
3d models,16,13,714.2598317626297,73
irish,3,786,106.58906433796491,102
feature writing,4,589,94.1949052808328,87
sports writing,2,1348,202.18419768952458,91
marketing management,6,897,595.364357828362,64
import,9,732,108.97031861208387,137
game testing,3,650,6.840135590077697,56
mongodb,22,964,322.742427640174,45
kindle,11,824,13.301222649210404,119
localization,14,866,68.60386474530445,44
film dubbing,2,597,413.6736670935002,134
mobile web design,20,962,117.78743794397249,127
children's book writing,2,273,228.76393955932076,107
event planning,16,565,18.2505000161418,149
qt,10,1181,72.8284483721127,77
curriculum development,4,419,623.8214643283492,93
fashion design,9,583,86.05702928869684,44
powerbuilder,2,1136,47.81095976345316,52
videography,13,1501,177.2102270862502,104
sculpture,6,1260,93.93619071754436,62
bash,11,160,27.151037544416557,95
vtiger,12,1529,3.2512154948737724,30
structural analysis,3,1374,65.63438553347865,87
contracts,21,373,269.476551039091,49
concept design,17,353,576.9357834687605,130
you tube,6,1630,3.6380693802730266,139
web graphics,22,1555,129.5359416836265,65
letter writing,6,844,531.1053431091215,112
indonesian,2,737,4.827953726992648,98
direct digital marketing,3,485,79.67212373990078,55
moodle,17,965,45.910017290908016,69
captcha,4,250,95.30239898011871,38
open office,15,1033,171.1917068820809,103
chinese translation,5,276,211.17602017568126,110
social media integration,13,1314,673.9550632484334,89
system design,15,1391,23.985921970292306,91
web games,4,1554,91.1772635524884,113
film production,6,599,22.86573707847677,108
video processing,2,1497,200.7612939037669,95
character concept,4,264,659.575787275538,71
aerospace engineering,3,55,193.94717074496785,108
linq to sql,6,854,410.40582209387634,162
mobile phone,6,960,78.12869443256506,73
patents,5,1072,151.6579322137599,119
packaging design,17,1067,100.75309601256264,87
data security,3,450,175.8123968383311,70
actionscript 3,5,31,42.0508935023582,130
licensing,7,847,36.74684850389379,26
linux system administration,5,858,32.99734184192881,78
web content creation,7,1545,174.24200316123742,150
youtube api,5,1632,10.373826532254927,116
web based solutions,6,1540,99.1450754698303,38
tutoring,12,1446,378.0572484267855,87
snmp,2,1301,67.26719198885355,82
poems,7,1122,94.17066345703249,48
c programming,6,230,84.22138224456468,73
fantasy illustration,6,581,20.05711091826295,77
2d animation,23,4,155.71028790591066,81
design specifications,4,469,64.84609921948282,118
quartz,4,1183,29.125473062269826,77
blog marketing,17,180,138.9890651231347,110
routers,10,1223,91.01934903983255,160
vpn,6,1528,11.93169949522425,138
product descriptions,18,1152,361.54625375773514,125
icons,14,723,34.97033848739204,103
landing page development,4,831,435.09586604901705,118
portrait illustration,7,1127,8.002752338374972,89
resume writing,9,1208,660.724191472414,164
concept development,10,354,642.3804526782324,67
magazine articles,13,876,61.61668984159535,50
real time,4,1189,1.799660893721566,58
whmcs,3,1594,22.378693779722525,86
customer satisfaction,26,429,96.88749668068044,72
technical support,30,1408,455.2812063407313,52
order processing,5,1049,116.70292368688006,75
non fiction writing,7,1011,37.695557536229856,92
data warehouse,3,452,61.363621231782595,172
portuguese,12,1129,94.73472597000124,105
website content writing,4,1581,14.746182912425606,107
direct mail pieces,3,486,77.18148674636427,77
cinema 4d,8,278,39.28744732576824,66
receptionist skills,3,1191,20.870014491381482,94
usability testing,11,1464,11.958603450251804,94
plastics engineering,2,1118,296.0362451347284,125
teaching english,2,1403,59.283166486503895,8
xml web services,4,1623,93.55965465408579,79
internet information services (iis),5,756,213.50936159699032,125
ipod,20,783,14.23852923291204,157
cover design,25,399,485.1981812429976,98
six sigma,4,1289,85.67233700601555,84
civil engineering,5,286,430.0145527239522,49
t-shirt design,15,1393,36.27565482509728,90
electronic design,3,538,40.22282285865918,125
network security,8,1001,58.890487165809965,134
memcached,5,927,97.83290776651165,95
ssl,17,1362,18.828657373541265,123
it consulting,18,787,545.3497134172951,73
child book illustration,3,271,206.63437710344712,93
supply chain management,9,1380,149.8176122875119,49
bluetooth,5,184,169.8324607467322,87
webmaster,13,1578,179.1088539372667,63
vector design,14,1477,88.13944423291088,73
character design,46,265,84.3489898882384,74
technical writing,65,1409,226.74971594214102,101
xcode,43,1619,728.0974933477893,106
asp.net,376,128,737.2512703443364,92
twitter,141,1448,31.835556880427607,97
blogs,101,183,72.17101860699034,69
brochures,132,198,683.8619153294599,118
.net,349,2,14.32029636250803,30
pdf,89,1085,26.36193980710728,36
photography,111,1099,93.90357003707511,85
training,137,1436,86.90861855423384,79
agile,39,59,667.350730272868,95
linkedin,58,852,76.26250375682798,63
finance,68,602,218.75575875619438,78
authorize.net,54,139,197.09695552660315,22
drawing,118,502,380.7243769726754,47
corporate,242,384,103.44556112407741,65
medical,107,921,65.77169547953113,77
3d modeling,70,12,189.1556879808733,62
developer,230,475,95.86883911503892,81
science,57,1254,216.68158570775185,146
newsletters,91,1005,2.8630102308512284,90
microsoft sql server,45,941,74.80782905831413,110
microsoft,484,933,10.610117321638356,135
content writing,71,369,23.252172033877144,108
data entry,249,443,678.7128292553692,88
asp.net mvc,49,129,119.63298009235166,70
magento,373,879,7.714523239881741,99
social media marketing,144,1315,54.01978384097707,139
iis,78,725,635.5184458670022,96
android,336,78,114.50455134848623,135
c,542,229,696.0279871851706,115
payment gateway integration,34,1075,126.15663941685966,123
psd to html,78,1169,119.42024679469726,80
vba,59,1473,77.08382187140995,84
social networking,70,1318,36.46235195952055,56
phpbb,31,1105,114.33096229958414,79
codeigniter,114,311,642.6411488168235,119
templates,62,1418,105.09037802718001,67
open source,140,1034,190.967211145942,152
