skill,freq,skill_id,valuation,new_value
xxx,2,173,11.796183727789032,22
covers &amp; packaging,3,44,1.50695242022607,36
telecommunications engineering,2,146,1.8152515449000248,25
simplified chinese (china),1,134,24.417084798211512,23
ruby on rails,4,127,11.618736405678522,19
photography,6,111,11.492606860799302,40
pcb layout,7,107,13.010822472885925,29
copy typing,12,42,7.794422882805676,26
statistics,7,141,7.016113445305009,15
web search,33,165,7.507411736691339,23
ipad,40,80,9.151860132605565,45
flyer design,13,67,9.168398247249426,26
spanish,9,138,9.891042053818568,21
virtual assistant,22,158,28.680488285264918,19
ecommerce,30,54,4.739555164897191,11
delphi,7,51,3.179696841980547,31
unix,8,153,6.192757246663923,28
electronics,17,58,6.608285080925017,30
system admin,33,143,9.359505215073456,39
java,34,83,10.612083427182641,27
c programming,47,34,4.064529328535978,24
php,535,114,10.218359258529087,40
android,66,13,12.7969298804071,46
.net,54,0,4.005638907764299,46
copywriting,78,43,7.546672927301931,18
