skill,freq,skill_id,valuation,new_value
tax law,1,1398,352.94025448790717,65
social crm,1,1304,189.5555861251896,73
product videography,1,1157,265.60811496491675,78
abap,1,18,115.8400135362535,50
salesforce.com consulting,1,1245,34.1466472312056,57
mobile phone apps,2,961,41.591978952800076,75
microsoft great plains,0,937,11.814752316721814,48
sales contracts,1,1234,97.99082090508611,2
comic writing,1,325,54.04508349052053,71
database scripting,1,462,84.31503746143257,55
restaurants industry,1,1207,20.80689687578842,45
art sales,0,116,55.4544092481647,45
active x,0,34,94.3106659366259,70
call center administration,1,241,51.718178939629844,19
scorm,1,1256,37.78729396131433,70
bbpress,0,162,546.5831288693629,65
beos,1,164,69.05875048312059,75
social networking apps,1,1319,24.11645131387197,31
marketing documents,1,896,97.69556164254395,55
journalistic photography,1,810,23.105182250511195,28
startup marketing,1,1365,106.90892628432465,63
n2cms,0,995,68.53497201078738,38
erlang,1,559,3.3187874761526692,73
keyboarding,1,821,675.8428251800848,74
diabetes,1,478,675.8883974944953,63
kaizen,1,818,214.7441169835606,54
russian translation,1,1229,46.776684190789865,54
createive suite,1,405,45.48126219600268,55
linux kernel,2,856,33.615294679829944,67
game scripting,1,649,53.299420056706154,105
website monetization,1,1585,64.28501985486649,67
english tutoring,1,555,168.37750884263718,58
esales,1,561,152.42120301453977,44
ebook,1,515,74.36404084084256,60
mobile 2.0,1,951,186.51083838872052,68
mobile data,1,955,14.20138056426573,62
mediawiki,1,920,457.90023898224166,69
mpls,2,971,95.11245280030292,57
nlp,0,1008,159.61893956158178,37
luxury goods industry,1,869,74.3512258394911,25
customer engagement,2,426,106.23525100072504,58
business intelligence tools,1,213,423.374550291777,55
web campaigns,1,1541,80.65488880811245,54
nagios,1,996,69.72739064486525,70
non profit start up,2,1013,21.842634189297954,58
it sales,2,788,45.84017845450772,86
apple os,1,98,9.747716740106057,60
varnish,1,1470,496.2708259886167,67
corporate videos,2,394,78.94126845637156,59
miva merchant,2,947,99.01913692968724,86
microsoft small business server,1,940,104.18626020584341,43
affiliate programs,1,58,92.0720170234866,75
internet radio,0,759,70.42683239358927,51
apache mahout,1,87,197.7011561744825,85
laser engraving,1,833,717.0376210194713,51
bank reconciliation,1,154,142.9604956180925,51
business discovery,1,210,177.9928019104021,53
online payments,2,1029,17.813027536513253,52
writer,1,1617,59.25616742499103,63
online sales,1,1031,62.567039661938416,26
mt4,1,983,9.680531319622405,82
telephone systems,1,1413,154.10351342709504,67
editorial illustrations,2,526,31.21400509424735,14
human resources planning (hr),0,720,67.69962840836429,44
rf engineering,1,1215,51.35786128644782,55
human resources policies (hr),0,721,108.59958056815974,53
cad drawing,1,235,62.998151402036655,84
medical imaging,0,925,745.1185128359084,30
websites,1,1589,71.41438748368581,23
cinematography,1,279,23.256735315950426,36
front end design,1,638,95.95976562828967,58
spring security,1,1353,13.361741045561152,57
ppc,1,1140,197.0558917993045,18
personal injury,1,1092,36.66921933126936,44
welding,1,1591,499.3603081566697,33
maxon cinema 4d,1,911,147.26615042277064,47
business process mapping,0,222,536.3621431916469,38
system software,1,1392,41.30818125232104,47
building materials,1,202,155.65787122960145,58
business plan,0,219,9.851877307250572,31
medical writing,14,926,118.38749155190378,49
web marketing,30,1558,396.1872774445382,53
wedding photography,2,1590,33.1481286019696,74
architectural drawings,8,110,25.1085707061444,80
web 2.0 development,7,1536,64.92953877602415,47
pixologic zbrush,5,1116,79.96890771477275,98
poster design,28,1132,128.91521206434314,78
content development,19,362,114.61238247495848,31
marketing strategy,14,900,38.75045500419184,27
solomon,2,1337,57.13715544821585,69
css javascript,9,416,89.51240703866291,59
patents,5,1072,151.6579322137599,77
load testing,4,864,33.96216123389325,55
cinema 4d,8,278,39.28744732576824,55
cover letter writing,4,400,320.3004631242818,79
book writing,25,189,210.98639270997867,25
shell scripting,7,1278,111.72633128351994,34
open source software,6,1035,132.56172533115227,40
supply chain management,9,1380,149.8176122875119,59
management software,11,887,193.883398302848,74
direct mail pieces,3,486,77.18148674636427,47
electrical,19,535,223.6034980945079,36
blog development,6,179,111.07697334515045,59
on page optimization,11,1024,8.767896247126076,55
autocad,2,140,24.229266976805263,65
web application design,12,1539,82.96802032326245,55
resume writing,9,1208,660.724191472414,54
computer science,19,348,64.47753156654554,65
open office,15,1033,171.1917068820809,47
czech,5,433,120.54304900318978,58
compositing,17,339,89.35220940534346,49
pinterest,24,1114,170.38942473230708,48
data migration,9,445,4.760437711336257,77
ipod,20,783,14.23852923291204,57
dns,18,498,101.9484950333194,43
knockoutjs,3,825,26.77362146254423,48
financial planning,9,607,106.1054840235492,55
benefits,25,163,13.419149281746256,58
windows azure,9,1600,127.7569733766049,36
windows phone,20,1603,368.7513457149807,31
audio editing,26,134,17.553066241835182,50
paid content,2,1069,31.0985850229582,79
progress,15,1159,47.46059696154313,51
articulate,9,123,418.2156949199762,73
social media coaching,6,1312,86.5164324048276,70
disaster recovery,5,492,82.48596563906369,49
architectural rendering,4,111,88.8932356151241,63
computer programming,4,347,91.95523728462156,74
arm,9,114,46.18654790956982,39
windows desktop,5,1601,462.9390569590009,60
ssl,17,1362,18.828657373541265,71
cloud applications,5,299,83.90646836389539,46
linq to sql,6,854,410.40582209387634,62
hadoop,3,696,145.9492035317518,69
fashion illustration,6,585,110.2849306801362,65
software requirements,4,1333,102.28956112685906,76
security testing,5,1265,242.5257751011397,102
blender3d,3,175,33.44957913651825,67
indonesian,2,737,4.827953726992648,35
pattern design,2,1073,180.38058452107487,41
fixture design,3,617,136.70509705584317,46
glassfish,4,664,102.24348197468927,63
edi,5,523,117.437214836378,57
receptionist skills,3,1191,20.870014491381482,50
comics,24,326,14.42148257189154,67
business requirements,8,224,75.7489596024412,40
mcp,5,913,86.43295242133202,36
experience design,8,569,325.361117684341,59
croatian,2,412,41.12621180445375,41
promotions,22,1162,104.46978453412935,75
filmaking,3,600,162.71757373936097,37
gui development,15,694,270.54098822811005,49
cisco,21,281,23.62643744533455,49
mobile phone,6,960,78.12869443256506,34
socialengine,6,1323,58.37684498013858,64
ad design,10,36,558.4377521530741,57
ims,2,733,87.42722924630844,56
algorithm design,2,66,224.19067327166584,62
corporate communications,7,386,42.24033624992101,32
