skill,skill_id,valuation
poster design,116,17
german,70,17
virtuemart,159,16
simplified chinese (china),134,14
user interface / ia,154,12
telemarketing,147,17
product design,119,26
japanese,82,18
latex,88,17
oracle,106,11
voice talent,161,9
shell script,133,18
classifieds posting,39,13
social networking,135,12
apache,16,23
bulk marketing,30,21
word,170,25
mac os,93,16
technical writing,145,24
greek,73,25
caricature &amp; cartoons,38,21
microsoft access,101,15
blog,26,9
t-shirts,144,12
delphi,51,21
website management,167,19
system admin,143,22
email marketing,59,28
electronics,58,15
proofreading,121,12
book writing,27,20
powerpoint,117,20
3d modelling,2,24
accounting,6,19
java,83,14
business analysis,31,29
ajax,10,12
sales,128,15
database administration,50,18
psd to html,122,33
.net,0,28
wordpress,171,10
iphone,81,17
internet marketing,78,11
logo design,92,24
mysql,105,23
illustrator,76,16
facebook marketing,63,9
data processing,49,9
web scraping,164,14
data entry,0,0
javascript,0,0
asp,0,0
academic writing,0,0
marketing,0,0
business plans,0,0
php,0,0
html,0,0
website design,0,0
graphic design,0,0
photoshop,0,0
illustration,0,0
photoshop design,0,0
seo,0,0
link building,0,0
css,0,0
excel,0,0
copy typing,0,0
banner design,0,0
software architecture,0,0
linux,0,0
web search,0,0
visual basic,0,0
c programming,0,0
