skill,skill_id,valuation
sharepoint,132,42
polish,115,46
telecommunications engineering,146,45
swedish,142,44
after effects,9,42
prestashop,118,55
anything goes,15,37
mac os,93,47
xml,172,36
link building,90,29
transcription,148,44
youtube,174,39
ecommerce,54,48
word,170,49
video broadcasting,155,32
windows server,169,71
mobile phone,103,45
web scraping,164,38
logo design,92,39
animation,14,54
html,0,0
user interface / ia,0,0
php,0,0
seo,0,0
internet marketing,0,0
wordpress,0,0
graphic design,0,0
website design,0,0
flash,0,0
photoshop,0,0
videography,0,0
joomla,0,0
mysql,0,0
illustrator,0,0
web hosting,0,0
game design,0,0
data entry,0,0
excel,0,0
pdf,0,0
