skill,skill_id,valuation
vms,1520,208
amazon kindle,72,182
startup consulting,1363,234
geolocation,654,123
apple developer,96,182
salesforce.com administration,1244,187
java2d,799,167
lightbox,849,231
non profit start up,1013,310
oauth,1017,133
incorporation,735,184
interpersonal skills,762,216
cocoa,305,218
marketing plans,898,173
andriod apps,77,186
social media coaching,1312,218
computer programming,347,50
comic book art,322,168
business coaching,206,210
software requirements,1333,157
generator,653,163
ms powerpoint,978,179
football,629,147
banner ads,156,237
building design,201,275
short story writing,1282,141
video art,1487,169
sales materials,1237,228
comic art,321,102
newsletter design,1004,77
iphone design,780,189
finnish,612,231
electrical,535,169
google apps,671,332
computer graphics,341,236
filemaker,593,201
network design,1000,260
english (uk),553,293
short stories,1281,199
web security,1567,161
c,229,163
microsoft sql server,941,200
mobile applications,954,225
graphics,690,349
python,1179,215
mobile development,957,62
erp,560,206
radio,1185,182
outlook,1064,138
ms office,976,155
analysis,0,0
articles,0,0
html,0,0
research,0,0
training,0,0
writing,0,0
accounting,0,0
finance,0,0
freelance,0,0
tax,0,0
active directory,0,0
apache,0,0
asp,0,0
asp.net,0,0
c#,0,0
c++,0,0
clean,0,0
com,0,0
design,0,0
developer,0,0
electronics,0,0
engineering,0,0
firewalls,0,0
focus,0,0
iis,0,0
medical,0,0
mysql,0,0
networking,0,0
php,0,0
shell scripting,0,0
unix,0,0
web developer,0,0
web servers,0,0
windows,0,0
.net,0,0
3d,0,0
access,0,0
adobe photoshop,0,0
ajax,0,0
blogs,0,0
cgi,0,0
cgi/perl,0,0
content management,0,0
corel draw,0,0
coreldraw,0,0
corporate,0,0
css,0,0
digital,0,0
drupal,0,0
fireworks,0,0
flash,0,0
javascript,0,0
joomla,0,0
linux,0,0
magento,0,0
management,0,0
ms,0,0
operating systems,0,0
oscommerce,0,0
perl,0,0
search engine optimization (seo),0,0
seo,0,0
software,0,0
software solutions,0,0
sql,0,0
sql server,0,0
vista,0,0
volusion,0,0
wordpress,0,0
xhtml,0,0
xml,0,0
zend,0,0
android,0,0
apache tomcat,0,0
application development,0,0
architecture,0,0
blackberry,0,0
consulting,0,0
desktop application development,0,0
disaster recovery,0,0
eclipse,0,0
ejb,0,0
email,0,0
email marketing,0,0
git,0,0
graphic design,0,0
hadoop,0,0
hibernate,0,0
ios,0,0
java,0,0
jboss,0,0
jpa,0,0
jsf,0,0
jsp,0,0
marketing,0,0
maven,0,0
microsoft,0,0
mobile,0,0
on page,0,0
oracle,0,0
pl,0,0
plugins,0,0
postgresql,0,0
sem,0,0
shopping carts,0,0
struts,0,0
svn,0,0
swing,0,0
test,0,0
tomcat,0,0
troubleshooting,0,0
user interface design,0,0
voip,0,0
web development,0,0
zen cart,0,0
brochures,0,0
copy editing,0,0
customer service,0,0
editing,0,0
french,0,0
fundraising,0,0
poems,0,0
presentations,0,0
press releases,0,0
proofreading,0,0
reports,0,0
sales,0,0
sales presentations,0,0
teaching,0,0
journalism,0,0
artist,0,0
comics,0,0
dreamweaver,0,0
adobe illustrator,0,0
business card design,0,0
letterhead,0,0
ms word,0,0
3ds max,0,0
adobe after effects,0,0
animation,0,0
motion graphics,0,0
video,0,0
outsourcing,0,0
blog writing,0,0
content writing,0,0
press release writing,0,0
web content,0,0
web content creation,0,0
web content writing,0,0
rewriting,0,0
basic,0,0
industrial,0,0
mechanical,0,0
blog commenting,0,0
smo,0,0
social media marketing,0,0
iphone,0,0
link building,0,0
search engine marketing (sem),0,0
web 2.0,0,0
quickbooks,0,0
3d modeling,0,0
make,0,0
max,0,0
modeling,0,0
video editing,0,0
jquery,0,0
json,0,0
soap,0,0
xslt,0,0
