skill,skill_id,valuation
startup marketing,1365,66
human resources planning (hr),720,25
salesforce.com administration,1244,42
call center administration,241,36
ppc,1140,35
zimbra,1636,36
venture funding,1481,56
data architecture,438,43
multimedia animation,984,40
ms sql,979,59
journalistic photography,810,37
geolocation,654,52
openvz,1039,78
web os,1560,39
ms vc++,980,58
ecommerce optimization,520,57
sql development,1355,45
direct sales,488,69
character modelling,267,66
mcsa,914,56
jewelry design,806,38
internet radio,759,23
microsoft excel powerpivot,936,58
mac,870,48
electronic product design,539,34
prototype,1166,58
video compression,1490,35
lamp administration,828,57
editorial illustrations,526,33
crawlers,404,40
web conversion,1549,34
educational video,532,32
concept artistry,352,50
front end design,638,30
web,1534,50
oauth,1017,63
creative,406,49
liveperson,862,53
community media,333,60
urban design,1463,39
operations management,1041,36
itil,792,45
act crm,28,46
microsoft great plains,937,43
asian business,125,68
database marketing,460,42
fashion modeling,586,60
mt4,983,72
b2b,150,67
interior,752,38
windows programming,1604,47
level design,846,34
content migration,367,68
danish,434,52
kaizen,818,52
corporate videos,394,42
ticket sales,1430,41
corporate media,392,27
russian translation,1229,36
blog,176,65
customer relationship management (crm),427,70
beos,164,43
cpa,401,32
java api,797,51
order entry,1048,70
editorial writing,527,61
nagios,996,57
visual web developer,1518,51
createive suite,405,40
openerp,1037,76
web communities,1543,48
software coding,1327,19
criminal law,408,52
home video,710,42
jbpm,803,85
social integration,1308,45
facebook consultant,576,48
sales prospecting,1241,33
code,308,77
social engineering,1306,62
crm databases,410,58
manual testing,889,57
biotechnology,170,44
flash presentations,622,55
vpn,1528,71
other - cartoon,1058,53
compensation,336,34
microsoft visual studio,943,56
forum posting,631,13
autocad,140,48
xml databases,1622,46
jpa,811,53
enterprise software,556,3
presentation design,1141,50
on page,1023,54
vfx,1483,67
switches,1385,75
korean,826,85
windows azure,1600,60
pixologic zbrush,1116,56
murals,987,7
basecamp,159,44
sas,1250,85
fitness industry,616,19
stl,1369,61
accounting software,24,33
mobile design,956,61
database administration,454,51
cpanel,402,30
risk management,1219,65
data encoding,442,48
web media,1559,38
microsoft azure,935,61
ffmpeg,590,27
online content,1027,45
.htaccess,1,51
ebook writing,516,60
github,663,49
film production,599,69
photo manipulation,1097,14
change management,262,49
curl,418,59
organic search,1050,44
agriculture,61,37
exim,568,49
other - internet marketing,1060,50
cloud based,300,72
norwegian,1014,43
fixture design,617,69
google website optimizer,679,69
digital photography,484,57
asp classic,127,36
mobile game development,958,57
web presence,1562,70
cvs,432,46
social networking sites,1320,59
italian translation,791,53
business correspondence,208,51
3d models,13,36
amazon web services,74,10
comic book illustration,323,48
adobe captivate,45,54
kernel,820,67
css javascript,416,52
mcp,913,36
backlinking,152,37
cinema 4d,278,63
dns,498,43
django,496,49
software programming,1332,20
hadoop,696,23
facebook marketing,579,46
industrial design,739,50
ospf,1056,50
final draft,601,58
email support,545,51
web crawling,1550,68
database programming,461,38
cover letter writing,400,36
android sdk,81,28
picture books,1113,30
mailchimp,883,31
aerospace engineering,55,41
twilio,1447,75
cisco,281,57
cold calling,314,35
property management,1164,48
typo3,1452,64
business coaching,206,42
flash design,621,10
microsoft onenote,938,48
sms gateway,1299,54
saas,1230,63
physical fitness,1108,35
mobi,949,46
andriod apps,77,56
acrylic painting,26,41
call handling,244,71
legal advice,841,42
2d design,6,84
software design,1328,61
directory submission,490,68
xslt,1625,37
google places,676,51
structural analysis,1374,66
poser,1131,35
phpfox,1106,61
salesforce development,1243,53
iphone design,780,34
cisco asa,282,58
desktop application development,471,65
