skill,skill_id,valuation
t000,0,4.105212843569592
t001,1,18.31664467444018
t002,2,3.1674075103536934
t003,3,14.361483397058183
t004,4,13.929159561160937
t005,5,4.038675884582568
t006,6,19.153354281914407
t007,7,3.5413470643576144
t008,8,9.598658557535193
t009,9,5.186809532867182
t010,10,9.855232163598941
t011,11,16.47782523237295
t012,12,17.387607921511403
t013,13,1.5045680412866405
t014,14,5.22809190402198
t015,15,5.786062106813204
t016,16,9.039548264582816
t017,17,11.966012613233927
t018,18,6.596647227908465
t019,19,16.89817851796171
t020,20,6.711160085556843
t021,21,7.489800406753052
t022,22,7.687954348368395
t023,23,4.336977539302681
t024,24,16.515896286383807
t025,25,2.9261381163254176
t026,26,8.299916730622872
t027,27,10.687812864735294
t028,28,13.187073088650534
t029,29,13.697155529075749
t030,30,14.813347522072615
t031,31,19.783773767306528
t032,32,4.569149643173461
t033,33,11.776167910354836
t034,34,15.141620031450369
t035,35,8.6888082209008
t036,36,4.108192861250116
t037,37,7.8528775420960795
t038,38,6.650286500060653
t039,39,10.898111790181908
t040,40,2.051709468231296
t041,41,17.08619613722798
t042,42,2.7667107768388886
t043,43,3.979536790282516
t044,44,11.200972835750616
t045,45,8.718476749314725
t046,46,6.298532199096982
t047,47,5.69237551184773
t048,48,3.078271233314845
t049,49,5.156443248169874
t050,50,16.827172843359726
t051,51,3.6292053851499375
t052,52,3.038567045480228
t053,53,15.177526828616296
t054,54,2.1582408512737974
t055,55,15.897151848323952
t056,56,5.291777113444222
t057,57,1.1694919343034051
t058,58,7.956105151284094
t059,59,1.2717886920556354
t060,60,2.3558563369740817
t061,61,11.51409653195815
t062,62,16.087114387310375
t063,63,2.589311513586007
t064,64,5.899218343186524
t065,65,8.14249629014887
t066,66,15.191402181081704
t067,67,8.059007106025675
t068,68,15.316576657599823
t069,69,14.996427943962553
t070,70,9.273741656234499
t071,71,14.55346353884597
t072,72,6.9561713424467255
t073,73,9.268036848555143
t074,74,16.06623478697825
t075,75,15.636305351689009
t076,76,4.374411492476589
t077,77,12.922525245053764
t078,78,11.699995869880272
t079,79,17.07138690171184
t080,80,4.913784711284519
t081,81,17.011958075148726
t082,82,18.211137080278537
t083,83,13.498391814895877
t084,84,3.4305859364008153
t085,85,12.955118636912804
t086,86,13.911347977951825
t087,87,17.653834244137006
t088,88,17.07460012622788
t089,89,2.7615621515946582
t090,90,10.14023795572744
t091,91,5.507295741560665
t092,92,1.0624450184398624
t093,93,2.691898177722407
t094,94,10.132222724589742
t095,95,14.64755310467971
t096,96,8.387138677049538
t097,97,19.12511283334403
t098,98,1.976378681864037
t099,99,12.936889136296214
