skill,skill_id,valuation
t00,0,1.493152137069258
t01,1,12.071199014968366
t02,2,14.048612072287291
t03,3,4.387230277246424
t04,4,18.65409916715039
t05,5,1.7360264818343438
t06,6,8.932697463326797
t07,7,1.6698062972665113
t08,8,8.586233516632186
t09,9,19.25428486688219
t10,10,7.760393502962266
t11,11,5.5280358777542435
t12,12,12.381987654415871
t13,13,10.766860135992571
t14,14,7.327520485415711
t15,15,15.977013492684423
t16,16,12.195333403733997
t17,17,11.07138326868993
t18,18,4.201960125391008
t19,19,7.103413926503274
