skill,freq,skill_id,valuation,new_value
microsoft access,1,934,218.2539054894324,258
atmel avr,1,132,136.45328385543698,351
ms excel pivot tables,2,974,172.09778294245984,230
contract negotiation,2,372,69.81141188318358,331
user interface programming,0,1468,69.00012008741966,140
online sales,1,1031,62.567039661938416,351
community building,1,332,150.38406547849914,231
publication production,1,1175,149.44370084224448,356
bbpress,0,162,546.5831288693629,382
websites,1,1589,71.41438748368581,328
video processing,2,1497,200.7612939037669,337
lighttpd,3,850,50.20346309807286,220
typography,26,1453,28.667934341922265,192
visualization,28,1519,24.70037257626725,206
software application,9,1326,17.811103249222967,280
keynote,15,822,30.01867640115387,466
physics,8,1109,507.0863510400663,180
video ads,3,1486,340.7861174736501,196
web text,2,1576,44.33509777734864,261
visual design,3,1516,183.0553943607046,326
social marketing,11,1309,70.43622578322895,356
supply chain management,9,1380,149.8176122875119,261
photoshop design,27,1102,54.08617480801864,247
pl,23,1117,165.21738503802084,55
interspire,7,764,105.31869196665764,247
debugging,10,465,22.65584120709105,464
forth,3,630,16.752909553581812,250
poster design,28,1132,128.91521206434314,179
social networks,17,1321,201.72152367434052,256
affiliate management,2,56,110.56348337148171,182
recruiting,13,1193,158.05903208830944,238
mobile marketing,6,959,64.23330036174765,298
sugar crm,13,1378,326.52997879296385,98
sendmail,3,1272,8.88916639704959,230
coffeescript,2,312,72.7013449088705,337
web content creation,7,1545,174.24200316123742,249
cocos2d,19,307,33.71313514128151,252
children's book writing,2,273,228.76393955932076,214
flowcharts,2,624,129.91309852593955,391
network security,8,1001,58.890487165809965,327
advertising,177,53,32.38871238608655,352
transcription,81,1437,38.59404117535734,362
html,974,714,85.49967950704391,240
focus,110,627,76.43243846527709,401
mysql,742,993,154.8491523312866,287
opencart,76,1036,112.63755220981912,330
open source,140,1034,190.967211145942,430
powerpoint presentations,32,1138,261.8723492468427,523
smarty,60,1296,80.95931516699544,288
academic writing,41,20,555.6372074620914,227
