skill,freq,skill_id,valuation,new_value
oracle,2,106,6.71598617505857,21
amazon web services,5,12,4.859699111894209,24
german,3,70,5.086556286310606,15
ruby on rails,4,127,11.618736405678522,10
poster design,3,116,5.029972343124852,17
covers &amp; packaging,3,44,1.50695242022607,17
simplified chinese (china),1,134,24.417084798211512,15
user interface / ia,5,154,14.98616294965129,18
invitation design,1,79,5.722088515499466,1
product design,4,119,10.659925009687154,21
system admin,33,143,9.359505215073456,6
magento,28,94,26.118923817865593,24
ipad,40,80,9.151860132605565,18
accounting,8,6,6.040057241126702,8
web search,33,165,7.507411736691339,5
after effects,32,9,6.633178821387148,10
delphi,7,51,3.179696841980547,14
flyer design,13,67,9.168398247249426,18
java,34,83,10.612083427182641,20
audio services,29,23,9.739949606252047,18
c# programming,41,35,8.517305956749134,17
drupal,8,52,15.332707535821168,14
book writing,8,27,2.8983546355784515,16
voice talent,20,161,23.368206665544772,13
psd to html,19,122,8.085793819608291,11
flash,47,66,9.317029777222347,26
shell script,7,133,19.045594435293484,25
engineering,32,61,2.9138043812554777,16
transcription,9,148,1.2198744161363149,14
unix,8,153,6.192757246663923,15
mac os,8,93,14.385083806492148,22
virtual assistant,22,158,28.680488285264918,21
ecommerce,30,54,4.739555164897191,8
leads,8,89,31.33306945320262,24
3d rendering,43,3,20.79666810241188,16
visual basic,29,160,9.91091238368618,19
windows server,6,169,9.295655190482258,13
microsoft access,15,101,1.0383892299018709,20
jquery / prototype,32,86,1.4055180554493203,13
research,34,124,8.120319671990929,7
illustrator,98,76,14.771548247179242,18
website design,332,166,7.614093159334723,12
article rewriting,71,19,9.682249736161133,19
internet marketing,87,78,3.2899100127287504,19
translation,76,149,11.002758659056614,6
illustration,56,75,9.90095888300671,7
video services,49,156,2.9434610274727118,10
academic writing,62,5,4.9795837686625966,9
software architecture,89,136,4.0907667181361305,8
php,535,114,10.218359258529087,10
