skill,skill_id,valuation
arabic,17,3
korean,87,15
latex,88,6
amazon web services,12,10
financial markets,65,13
concept design,41,12
forum posting,68,10
simplified chinese (china),134,5
japanese,82,10
xxx,173,2
polish,115,13
unity 3d,152,10
user interface / ia,154,4
ruby on rails,127,6
bootstrap,28,13
embedded software,60,4
creative writing,45,11
covers &amp; packaging,44,7
travel writing,150,7
robotics,126,8
cad/cam,37,5
delphi,51,8
advertising,8,8
3ds max,4,4
c# programming,35,12
flyer design,67,9
sql,139,4
c++ programming,36,6
photo editing,110,11
engineering,61,2
perl,109,12
3d rendering,3,7
database administration,50,13
ajax,10,8
youtube,174,11
mac os,93,9
business analysis,31,9
windows server,169,9
3d modelling,2,11
script install,129,14
anything goes,15,14
business plans,33,10
algorithm,11,8
game design,69,12
cms,40,12
sem / adwords,130,9
asterisk pbx,22,8
magento,94,7
shell script,133,11
business cards,32,7
email marketing,59,12
website management,167,10
asp,21,6
transcription,148,9
autocad,24,5
classifieds posting,39,15
virtual assistant,158,6
visual basic,160,2
research,124,10
project management,120,11
jquery / prototype,86,6
apache,16,9
microsoft access,101,10
electrical engineering,56,10
word,170,8
mathematics,96,9
brochure design,29,10
xml,172,6
leads,89,13
python,123,12
software testing,137,12
book writing,27,8
prestashop,118,12
microcontroller,100,9
java,83,9
video broadcasting,155,15
marketing,95,10
stationery design,140,9
statistics,141,7
web search,165,14
internet marketing,78,6
banner design,25,10
javascript,84,16
mysql,105,11
iphone,81,8
graphic design,72,7
logo design,92,10
linux,91,14
video services,156,15
android,13,9
wordpress,171,10
article rewriting,19,7
excel,62,10
animation,14,6
facebook marketing,63,6
illustration,75,8
seo,131,2
software architecture,136,14
joomla,85,5
web scraping,164,10
voip,0,0
html,0,0
php,0,0
website design,0,0
css,0,0
photoshop design,0,0
.net,0,0
photoshop,0,0
illustrator,0,0
social networking,0,0
after effects,0,0
videography,0,0
3d animation,0,0
t-shirts,0,0
data entry,0,0
blog,0,0
articles,0,0
c programming,0,0
electronics,0,0
windows desktop,0,0
link building,0,0
powerpoint,0,0
data processing,0,0
copy typing,0,0
academic writing,0,0
matlab &amp; mathematica,0,0
customer support,0,0
bulk marketing,0,0
