skill,skill_id,valuation
t00,0,11.046117040516652
t01,1,16.48819939959629
t02,2,14.97831448045672
t03,3,19.119221868745335
t04,4,1.0414740607112245
t05,5,1.5542280028839275
t06,6,5.164853371194525
t07,7,5.056165304054375
t08,8,4.764416349521462
t09,9,5.988429436036645
t10,10,9.87430854154438
t11,11,6.019553425366616
t12,12,11.512909694015883
t13,13,12.905635287419361
t14,14,3.759323107983372
t15,15,14.040070838470445
t16,16,10.152508791233629
t17,17,14.133895046752865
t18,18,18.977052086541807
t19,19,9.27897199554957
t20,20,19.45354745422853
t21,21,4.788282846270055
t22,22,10.358200257848631
t23,23,14.357698060798539
t24,24,8.804401939429896
