skill,skill_id,valuation
t00,0,18.38460271112456
t01,1,9.376683578833878
t02,2,19.96840640299211
t03,3,16.829695539568476
t04,4,6.322233505592946
t05,5,7.404527773734592
t06,6,8.084291973729718
t07,7,8.514633813395465
t08,8,3.139862028421349
t09,9,5.178750452533027
t10,10,19.678954368951754
t11,11,9.4090773905768
t12,12,3.1997788198654122
t13,13,11.304800541758269
t14,14,9.808334283423973
t15,15,6.372888767435275
t16,16,3.592513802087622
t17,17,1.093365731752608
t18,18,11.195541265402154
t19,19,17.811728942017925
