skill,skill_id,valuation
t00,0,8.824649121952397
t01,1,1.2529123014694183
t02,2,3.6729066899394316
t03,3,11.167308847670117
t04,4,1.4450324843980265
t05,5,18.07103277209054
t06,6,4.79415544053206
t07,7,6.319935117084343
t08,8,10.738501948264842
t09,9,5.82018636070656
t10,10,4.152804093248147
t11,11,15.69584129052911
t12,12,5.576416869536061
t13,13,19.411948115163433
t14,14,9.56741839080898
t15,15,7.625957173374018
t16,16,12.869922147377247
t17,17,14.958197590920733
t18,18,14.303896619071471
t19,19,9.333392250736344
