skill,skill_id,valuation
microsoft exchange,102,16
oracle,106,11
electronic forms,57,21
telemarketing,147,21
telecommunications engineering,146,18
simplified chinese (china),134,19
forum posting,68,14
product design,119,19
xxx,173,15
user interface / ia,154,19
book writing,27,9
ebooks,53,6
perl,109,8
t-shirts,144,10
bulk marketing,30,13
visual basic,160,3
system admin,143,21
asp,21,16
3d animation,1,24
pdf,108,24
video broadcasting,155,24
transcription,148,18
mathematics,96,21
ecommerce,54,23
powerpoint,117,13
actionscript,7,18
spanish,138,11
flyer design,67,16
sales,128,21
matlab &amp; mathematica,97,18
web hosting,163,18
algorithm,11,16
database administration,50,19
pcb layout,107,4
business plans,33,18
finance,64,12
microcontroller,100,19
cad/cam,37,24
unix,153,10
mac os,93,18
logo design,92,24
data entry,48,20
internet marketing,78,3
animation,14,18
c programming,34,23
wordpress,171,13
php,114,10
website design,166,14
illustration,75,15
mobile phone,103,14
css,0,0
html,0,0
photoshop,0,0
graphic design,0,0
seo,0,0
psd to html,0,0
classifieds posting,0,0
advertising,0,0
flash,0,0
business cards,0,0
illustrator,0,0
joomla,0,0
3d modelling,0,0
video services,0,0
after effects,0,0
web search,0,0
android,0,0
java,0,0
software testing,0,0
3ds max,0,0
3d rendering,0,0
autocad,0,0
engineering,0,0
c++ programming,0,0
electrical engineering,0,0
electronics,0,0
banner design,0,0
translation,0,0
mysql,0,0
javascript,0,0
