skill,skill_id,valuation
t00,0,6.146694118734602
t01,1,4.425954021342198
t02,2,9.21344784792761
t03,3,7.651683971817666
t04,4,8.140776009872257
t05,5,11.176576272423668
t06,6,2.2588283806172464
t07,7,5.351987574524877
t08,8,12.473519536382414
t09,9,10.57802025105847
t10,10,12.128787701924718
t11,11,13.609704757191647
t12,12,7.401280076848404
t13,13,17.14933151384045
t14,14,19.637677025447946
t15,15,4.080921552640807
t16,16,7.479177619979477
t17,17,10.65381670407214
t18,18,17.352445649853454
t19,19,4.516947459413899
t20,20,7.758902534347232
t21,21,14.176727155398783
t22,22,8.023506583738317
t23,23,18.33470477288389
t24,24,4.804998917599488
