cost,skills,user_id,user_name
25.0,"['php', 'website design', 'magento', 'javascript', 'wordpress']",350.0,w0349
25.0,"['ebooks', 'ghostwriting', 'book writing', 'editing', 'articles']",519.0,w0518
50.0,"['website design', 'graphic design', 'php', 'html', 'photoshop']",792.0,w0791
45.0,"['html', 'website design', 'php', 'joomla', 'mysql']",271.0,w0270
50.0,"['html', 'website design', 'php', 'css', 'mysql']",615.0,w0614
20.0,"['flash', 'animation', '3d animation']",427.0,w0426
25.0,"['flash', 'actionscript', 'xml']",154.0,w0153
5.0,"['internet marketing', 'anything goes', 'data entry', 'youtube']",760.0,w0759
20.0,"['wordpress', 'php', 'website design', 'html', 'css']",295.0,w0294
20.0,"['flash', 'graphic design']",1524.0,w1515
