skill,skill_id,valuation
t00,0,7.698431021388009
t01,1,8.107658280665435
t02,2,16.417459951139378
t03,3,16.2698211431154
t04,4,1.3068882826549086
t05,5,2.9748614884254385
t06,6,6.525535404578748
t07,7,5.306773761024662
t08,8,18.16202045429049
t09,9,3.803985901512375
t10,10,6.538803212357275
t11,11,6.4804379429128165
t12,12,13.863860378029974
t13,13,9.618617857495952
t14,14,6.898026652119113
t15,15,8.429673458745107
t16,16,7.152764505819576
t17,17,9.4528869016608
t18,18,5.215228659611219
t19,19,19.472109534041692
t20,20,14.036858841864635
t21,21,19.16966824168942
t22,22,8.613577568499885
t23,23,18.947347572246038
t24,24,9.211538373679188
t25,25,18.24121936940778
t26,26,7.365577632002754
t27,27,8.62350322522123
t28,28,11.294697691304833
t29,29,3.905584305009418
t30,30,7.289246770121436
t31,31,8.747607862227774
t32,32,1.0323900515253834
t33,33,10.554879657497928
t34,34,19.36839918219919
t35,35,5.110142168232273
t36,36,11.501431842837448
t37,37,8.142551335916764
t38,38,7.214052331114615
t39,39,10.04280625672166
t40,40,10.439601397654117
t41,41,6.644829874493582
t42,42,9.514522919097711
t43,43,19.928095321930837
t44,44,8.666023485817789
t45,45,12.649620395747037
t46,46,5.566503953001063
t47,47,12.305744454035088
t48,48,4.115428059095472
t49,49,2.765637813334454
