skill,skill_id,valuation
t00,0,4.620914610921575
t01,1,14.121463056761176
t02,2,17.012349174542713
t03,3,12.95331025299659
t04,4,6.800429670488763
t05,5,17.24020524835708
t06,6,15.834776062732725
t07,7,10.611690785870074
t08,8,2.336177862948505
t09,9,15.545848786811886
t10,10,5.9849883566295805
t11,11,2.584863562606517
t12,12,13.170992931500038
t13,13,5.012079332740382
t14,14,1.8081192224104927
t15,15,9.045615720744753
t16,16,16.31421174807047
t17,17,16.572185312202166
t18,18,1.4721515362946551
t19,19,12.045975634118887
