skill,skill_id,valuation
microsoft exchange,102,12
oracle,106,7
creative writing,45,13
robotics,126,4
customer support,47,6
arduino,18,9
simplified chinese (china),134,8
arabic,17,7
sharepoint,132,9
swedish,142,7
bootstrap,28,7
electronic forms,57,7
typography,151,11
user interface / ia,154,8
virtuemart,159,6
polish,115,9
poster design,116,11
forum posting,68,11
telemarketing,147,12
ruby on rails,127,11
software testing,137,7
actionscript,7,7
unix,153,8
leads,89,9
voip,162,9
copy typing,42,5
sales,128,7
sem / adwords,130,13
photo editing,110,10
drupal,52,10
statistics,141,12
game design,69,13
perl,109,10
caricature &amp; cartoons,38,8
engineering,61,6
project management,120,9
matlab &amp; mathematica,97,17
python,123,5
ipad,80,12
bulk marketing,30,13
brochure design,29,12
video broadcasting,155,14
database administration,50,9
metatrader,99,4
mathematics,96,14
anything goes,15,9
jquery / prototype,86,8
advertising,8,12
windows desktop,168,9
email marketing,59,11
stationery design,140,8
pcb layout,107,7
word,170,12
finance,64,12
mac os,93,8
business analysis,31,10
photoshop design,113,9
apache,16,7
web hosting,163,12
link building,90,16
transcription,148,5
business plans,33,9
xml,172,5
asterisk pbx,22,12
magento,94,11
research,124,11
3d rendering,3,10
t-shirts,144,10
prestashop,118,10
powerpoint,117,7
greek,73,9
youtube,174,13
pdf,108,8
sql,139,14
visual basic,160,12
script install,129,14
voice talent,161,4
psd to html,122,13
c# programming,35,6
electrical engineering,56,7
illustrator,76,8
logo design,92,11
css,46,10
mysql,105,10
android,13,13
seo,131,7
academic writing,5,15
mobile phone,103,14
iphone,81,12
data processing,49,9
graphic design,72,6
software architecture,136,10
excel,62,14
copywriting,43,9
articles,20,11
animation,14,11
.net,0,10
joomla,85,11
html,74,10
translation,149,9
photoshop,0,0
illustration,0,0
php,0,0
wordpress,0,0
website management,0,0
data entry,0,0
website design,0,0
javascript,0,0
ghostwriting,0,0
business cards,0,0
video services,0,0
algorithm,0,0
c programming,0,0
flyer design,0,0
banner design,0,0
asp,0,0
facebook marketing,0,0
