cost,skills,user_id,user_name
4.690742107463171,"['t00', 't01', 't02', 't03']",0,w00
15.365964570809048,"['t00', 't01', 't02', 't03']",1,w01
7.2702599430682655,"['t00', 't01', 't02', 't03']",2,w02
13.21879573178882,"['t00', 't01', 't02']",3,w03
10.118120564995662,"['t03', 't00', 't01', 't02']",4,w04
30.945618492613086,"['t03', 't00', 't01', 't02']",5,w05
20.064923728045244,"['t03', 't00']",6,w06
21.551050112907784,"['t01', 't02', 't03', 't00']",7,w07
41.193861441228904,"['t01', 't02', 't03']",8,w08
34.2236319517714,"['t00', 't01', 't02']",9,w09
