skill,skill_id,valuation
arabic,17,4
unity 3d,152,5
korean,87,8
swedish,142,8
virtuemart,159,5
german,70,5
bootstrap,28,11
creative writing,45,2
poster design,116,6
xxx,173,7
covers &amp; packaging,44,7
japanese,82,9
ruby on rails,127,10
invitation design,79,3
amazon web services,12,4
concept design,41,11
polish,115,5
arduino,18,5
simplified chinese (china),134,9
robotics,126,2
financial markets,65,8
latex,88,4
travel writing,150,5
typography,151,7
telecommunications engineering,146,4
customer support,47,7
electronic forms,57,7
user interface / ia,154,7
microsoft exchange,102,4
product design,119,3
apache,16,4
python,123,4
spanish,138,7
software testing,137,3
book writing,27,5
c++ programming,36,8
mathematics,96,8
mac os,93,5
advertising,8,9
business cards,32,6
microcontroller,100,6
prestashop,118,8
powerpoint,117,3
proofreading,121,5
windows desktop,168,4
classifieds posting,39,8
autocad,24,7
greek,73,5
3d rendering,3,5
email marketing,59,6
asp,21,6
after effects,9,9
flyer design,67,9
database administration,50,5
web search,165,6
sem / adwords,130,7
photo editing,110,9
game design,69,8
business analysis,31,9
web hosting,163,8
brochure design,29,7
anything goes,15,6
bulk marketing,30,6
reviews,125,5
website management,167,2
actionscript,7,5
pdf,108,8
java,83,3
editing,55,8
script install,129,9
accounting,6,4
jquery / prototype,86,7
video broadcasting,155,7
audio services,23,5
indesign,77,6
copy typing,42,8
transcription,148,6
virtual assistant,158,7
business plans,33,7
psd to html,122,7
ebooks,53,7
magento,94,7
shell script,133,7
delphi,51,9
system admin,143,7
voice talent,161,6
drupal,52,3
sales,128,3
photography,111,8
3d modelling,2,5
videography,157,4
pcb layout,107,8
matlab &amp; mathematica,97,4
windows server,169,8
ipad,80,11
algorithm,11,4
cms,40,2
stationery design,140,3
research,124,6
mechanical engineering,98,10
xml,172,4
3d animation,1,6
engineering,61,7
voip,162,7
perl,109,5
marketing,95,7
social networking,135,3
electrical engineering,56,6
flash,66,7
asterisk pbx,22,4
cad/cam,37,8
c# programming,35,4
finance,64,3
electronics,58,4
unix,153,5
leads,89,4
youtube,174,8
ecommerce,54,4
technical writing,145,9
project management,120,7
php,114,7
article rewriting,19,6
illustration,75,6
joomla,85,9
animation,14,2
photoshop,112,11
academic writing,5,8
linux,91,5
software architecture,136,5
iphone,81,6
javascript,84,7
seo,131,6
illustrator,76,5
graphic design,72,6
copywriting,43,4
translation,149,4
data entry,48,7
articles,20,4
internet marketing,78,4
banner design,25,9
logo design,92,8
.net,0,7
website design,166,5
wordpress,171,4
mysql,105,6
html,74,4
android,13,5
facebook marketing,63,7
css,46,8
excel,62,7
ajax,0,0
photoshop design,0,0
t-shirts,0,0
ghostwriting,0,0
sql,0,0
web scraping,0,0
video services,0,0
link building,0,0
