cost,skills,user_id,user_name
7.340107030119949,"['t01', 't09', 't10']",0,w00
7.895103796345865,"['t03', 't13']",1,w01
6.464459456404411,"['t00', 't10', 't06']",2,w02
3.4551555653157853,"['t02', 't06', 't14']",3,w03
9.735883292391982,"['t01', 't14', 't07', 't04', 't19']",4,w04
5.542811345139722,"['t03', 't04', 't12']",5,w05
45.89200021887599,"['t00', 't12', 't15']",6,w06
21.58921070248035,['t02'],7,w07
59.55398236659991,"['t01', 't03', 't15', 't08', 't11', 't05']",8,w08
34.79880271185564,"['t00', 't05', 't09']",9,w09
