skill,skill_id,valuation
court reporting,397,143
bada,153,84
graphic designer,689,87
nagios,996,67
selinux,1267,118
business process mapping,222,72
act crm,28,109
business rescue,225,89
amazon s3,73,118
concept artistry,352,41
flash content,620,76
video blogging,1488,65
business discovery,210,69
immigration,731,39
criminal law,408,114
business launch,214,52
social networking apps,1319,73
java security,798,75
peer education,1086,58
microsoft system center,942,49
apple os,98,133
personal injury,1092,108
other - photography,1062,92
customer conversion,425,78
turkish,1445,82
hypnosis,722,81
newspapers industry,1006,20
academic consulting,19,80
ecommerce industry,519,94
instagram,746,93
web page design,1561,47
manufacturing design,891,57
usb (universal serial bus),1465,135
calculus,239,114
apache mahout,87,69
jenkins,805,72
crowdsourcing,413,120
consultative sales management,358,173
visual web developer,1518,52
spring security,1353,80
electrical engineering,537,100
database management,459,75
social media coaching,1312,46
audio production,135,85
data analysis,437,71
performance tuning,1090,135
tibco,1429,77
mechanical product design,918,115
widget,1595,90
google calendar,672,121
digital film,481,42
poetry,1123,104
selling,1268,124
web graphics,1555,79
3d rendering,15,56
motion graphics,968,21
shopify,1279,83
shell scripting,1278,29
cartooning,254,143
data structures,451,64
ext js,572,95
vb script,1471,130
data administration,436,56
digital photography,484,145
vector illustration,1479,85
health insurance,703,146
citrix,284,110
clothing design,298,48
property management,1164,113
dojo,499,78
administrative assistant,39,129
kindle,824,65
3d models,13,142
video streaming,1500,108
character rigging,268,52
interpersonal skills,762,57
computer graphics design,342,105
ansys,84,50
portuguese translation,1130,90
visual basic .net,1512,66
infographics,740,66
amazon web services,74,116
hadoop,696,66
web crawling,1550,44
email design,542,118
commercial product photography,328,102
travel planning,1440,56
recipe writing,1192,59
wordpress plugin,1615,107
yahoo store,1627,80
web analytics,1537,40
red hat,1194,77
avid,147,100
business requirements,224,78
vfx,1483,118
calligraphy,245,111
computer vision,350,135
agriculture,61,70
other - admin support,1057,82
comic book art,322,105
web based solutions,1540,142
video services,1499,104
telnet,1416,113
payment processing,1076,78
digital illustration,482,88
business process management,221,101
banner ads,156,139
salesforce,1242,48
rhel,1217,133
uml,1458,73
cam,246,79
website updating,1588,101
google apps,671,71
calendar management,240,132
code design,309,61
nginx,1007,122
system analysis,1390,22
book writing,189,76
epub (electronic publication),558,40
press release writing,1143,126
system design,1391,59
business correspondence,208,62
nosql,1015,98
jpa,811,24
kentico,819,54
phpmyadmin,1107,93
concept development,354,78
visual basic.net,1513,92
radius,1186,101
marketing research,899,91
linq to sql,854,63
other - multimedia services,1061,109
audio transcription,137,123
pick,1112,140
client requirements,293,84
3d graphics,11,91
blog marketing,180,64
arabic,105,52
business consulting,207,37
active directory,32,125
security testing,1265,105
vba programming,1474,113
swing,1384,99
paypal integration,1079,82
firewalls,613,129
comics,326,65
plastics engineering,1118,58
postfix,1133,88
3d design,10,47
technical design,1405,78
russian,1228,134
generator,653,85
