skill,skill_id,valuation
mpls,971,102
immigration,731,114
clickbank,290,75
faxing,588,97
apple iworks,97,133
character modelling,267,75
motif,966,152
telugu,1417,97
sonicwall,1339,125
legal assistance,842,161
blog,176,128
affiliate programs,58,152
apple os,98,129
shoutcast,1283,117
mobile data,955,77
copywriter,378,57
ms sql,979,109
maxon cinema 4d,911,78
microsoft excel powerpivot,936,111
court reporting,397,153
investor sales,769,118
content managed websites,363,110
sales contracts,1234,152
cloth simulation,297,106
call center management,242,47
ms excel pivot tables,974,182
business process mapping,222,112
bmr writing,185,128
threat modeling,1428,11
organizational operations,1053,138
varnish,1470,121
academic consulting,19,137
core banking,380,81
microchip,931,103
community building,332,67
corporate media,392,61
tax law,1398,173
calculus,239,138
level design,846,136
data backup,439,55
woocommerce,1611,164
arabic,105,73
cognos,313,100
piano,1110,88
groovy,692,97
inker,745,139
pl,1117,29
computer literacy,344,119
cam,246,57
website management,1584,83
sales materials,1237,100
google calendar,672,150
orm,1054,86
arm,114,136
e-advertising,508,59
sports writing,1348,69
vector design,1477,128
dom,500,133
financial analysis,604,116
software programming,1332,118
gimp,660,147
zk,1637,59
ubuntu,1455,110
website updating,1588,85
localization,866,68
google+,680,154
ipod touch,784,52
system administration,1389,35
vector graphics,1478,166
visual basic .net,1512,76
intellectual property,750,77
information architecture,742,85
ssl,1362,120
shopify,1279,76
political cartoon,1125,166
portrait photography,1128,89
request for proposal design (rfp),1201,85
pattern design,1073,73
squarespace,1359,104
storyboarding,1371,39
cisco asa,282,125
game design,644,85
business valuation,227,113
video processing,1497,101
ios development,772,137
corporate identity kit,389,86
web search,1566,63
network administration,999,176
time management,1431,77
audio books,133,32
essbase,562,123
business consulting,207,161
structural analysis,1374,103
vector illustration,1479,168
web content writing,1548,90
swing,1384,104
asterisk,131,98
wan,1531,52
movie maker,970,151
cocoa touch,306,41
app design,92,100
infusionsoft,744,75
cloud based,300,58
music production,990,70
flyer design,625,78
telephony,1414,89
barcode,158,115
oral communication,1047,91
norwegian,1014,103
.htaccess,1,180
japanese translation,795,140
icontact,724,41
web scraping,1565,41
blog commenting,177,132
metatrader,930,143
reverse engineering,1212,182
competitive pricing,337,113
internet information services (iis),756,120
open source software,1035,84
motion graphics,968,58
customer retention,428,128
forth,630,142
cocoa,305,91
landscape design,832,118
product illustration,1155,97
fixture design,617,60
user manuals,1469,117
data scraping,449,101
character rigging,268,79
markup,902,85
flyers,626,47
gif animator,659,141
mysql 4.x,994,99
