skill,skill_id,valuation
t00,0,4.2935309842008165
t01,1,13.432956272426155
t02,2,15.356962444252922
t03,3,13.764777306179884
t04,4,12.318656741832896
t05,5,4.736198765899633
t06,6,2.966915455349139
t07,7,3.021408568456156
t08,8,10.027667489195709
t09,9,11.34097852714805
t10,10,8.485431180582845
t11,11,12.504661291253413
t12,12,11.008776987618347
t13,13,18.20596718759329
t14,14,13.827855872114945
t15,15,9.68459853006683
t16,16,12.482327622637127
t17,17,12.818034281680166
t18,18,10.135446460047389
t19,19,18.594462044690097
t20,20,4.853272378850091
t21,21,19.727892953250596
t22,22,9.775516732953948
t23,23,9.10425421487829
t24,24,19.44136629770344
t25,25,1.1661250493179773
t26,26,18.183512850753022
t27,27,14.464283971278054
t28,28,4.360740680255393
t29,29,5.652776709146399
t30,30,15.118153253230425
t31,31,4.66328206342232
t32,32,3.772083133358661
t33,33,7.383215202748401
t34,34,11.582679983410829
t35,35,9.64440736108006
t36,36,11.686390764903786
t37,37,10.744604424140553
t38,38,4.701854929795282
t39,39,13.231124921095144
t40,40,17.262209906034638
t41,41,19.742101824621272
t42,42,2.7738761847381994
t43,43,3.469300747156196
t44,44,17.22934231405963
t45,45,2.9803133359880642
t46,46,18.912095773450716
t47,47,12.653029239154352
t48,48,9.947190829692317
t49,49,2.675299692028965
