skill,skill_id,valuation
oracle,106,5
telecommunications engineering,146,10
polish,115,11
arabic,17,7
virtuemart,159,9
latex,88,13
product design,119,8
forum posting,68,6
sharepoint,132,6
typography,151,6
korean,87,6
electronic forms,57,8
financial markets,65,3
bootstrap,28,8
customer support,47,8
microsoft exchange,102,9
embedded software,60,8
poster design,116,7
ruby on rails,127,9
telemarketing,147,2
finance,64,9
script install,129,13
book writing,27,11
perl,109,13
advertising,8,5
link building,90,6
cad/cam,37,7
asp,21,11
mechanical engineering,98,8
system admin,143,5
unix,153,10
accounting,6,9
electronics,58,9
video broadcasting,155,9
3d rendering,3,9
business cards,32,9
algorithm,11,11
youtube,174,4
windows desktop,168,5
voip,162,15
magento,94,8
3ds max,4,7
stationery design,140,5
website management,167,8
brochure design,29,12
after effects,9,10
visual basic,160,11
proofreading,121,10
microcontroller,100,8
business plans,33,4
powerpoint,117,8
photo editing,110,8
engineering,61,10
web search,165,10
sql,139,8
jquery / prototype,86,10
ajax,10,8
xml,172,10
classifieds posting,39,13
research,124,10
c++ programming,36,12
3d animation,1,4
c# programming,35,10
windows server,169,9
matlab &amp; mathematica,97,9
metatrader,99,9
3d modelling,2,9
caricature &amp; cartoons,38,9
game design,69,9
sales,128,7
greek,73,6
electrical engineering,56,8
t-shirts,144,10
videography,157,5
editing,55,12
psd to html,122,12
technical writing,145,7
asterisk pbx,22,8
transcription,148,6
marketing,95,5
copywriting,43,4
academic writing,5,5
mysql,105,5
seo,131,3
graphic design,72,13
article rewriting,19,8
data processing,49,7
video services,156,8
illustration,75,11
photoshop,112,9
linux,91,9
php,114,4
software architecture,136,10
data entry,48,9
articles,20,8
joomla,85,11
internet marketing,78,9
c programming,34,5
website design,166,12
wordpress,171,6
web scraping,0,0
animation,0,0
excel,0,0
html,0,0
css,0,0
logo design,0,0
apache,0,0
web hosting,0,0
user interface / ia,0,0
java,0,0
virtual assistant,0,0
facebook marketing,0,0
illustrator,0,0
translation,0,0
mathematics,0,0
statistics,0,0
business analysis,0,0
javascript,0,0
banner design,0,0
social networking,0,0
indesign,0,0
creative writing,0,0
anything goes,0,0
copy typing,0,0
blog,0,0
ghostwriting,0,0
software testing,0,0
ecommerce,0,0
