skill,freq,skill_id,valuation,new_value
criminal law,0,408,148.7614824299049,334
data architecture,1,438,23.83100554344174,213
danish,0,434,36.046238302270346,290
createive suite,1,405,45.48126219600268,232
team player,1,1404,15.617532627709085,265
fun,1,641,67.40163792143808,205
apple developer,1,96,81.64971099517922,232
zimbra,1,1636,98.14069442449734,222
atmel avr,1,132,136.45328385543698,223
java api,0,797,99.50063214347759,263
immigration,1,731,208.88509672884754,195
openvz,1,1039,110.80252255256485,185
nagios,1,996,69.72739064486525,248
apple iworks,1,97,3.321588533842303,231
bbpress,0,162,546.5831288693629,167
undefined,1,1459,438.8021915015922,246
java security,0,798,24.59759052660841,238
couchdb,2,395,102.37698703657543,212
cpa,1,401,61.495117703093605,305
plumbing,0,1121,112.99987403175615,134
food photography,4,628,56.22117100207261,204
accounting software,3,24,3.1926115158506128,256
glassfish,4,664,102.24348197468927,367
mathematics,11,907,35.750846629739925,306
.net compact framework,4,3,6.8709390471767176,106
amazon ec2,7,71,637.3974273892162,188
uml,30,1458,32.252378153989525,165
mathematical modeling,3,906,109.18632405453774,189
photoshop design,27,1102,54.08617480801864,329
centos,12,259,26.842675578941623,224
cartooning,25,254,147.7146050547572,307
magazine design,9,877,325.37084317956175,275
https,24,717,199.45121097047542,241
whmcs,3,1594,22.378693779722525,225
desktop publishing,21,473,28.474043827936363,300
3d rendering,23,15,112.6948117138592,311
business coaching,3,206,49.57937614113738,168
content strategy,5,368,79.50460548423615,172
stored procedures,13,1370,94.34962394384488,190
vfx,9,1483,496.94930008117484,274
interpersonal skills,8,762,69.84975891744116,147
markup,8,902,120.69350926883624,97
gaming,24,651,42.746280437932505,234
business operations,6,218,204.11156733489472,218
avid,12,147,11.46467432368958,242
boost,13,191,179.6634423385995,241
application frameworks,2,101,380.7855408863832,338
fixture design,3,617,136.70509705584317,173
advertisement design,5,52,28.319013145242813,292
fact checking,11,580,52.925868404243495,279
oral communication,2,1047,69.97790214767146,229
arduino,9,113,63.80261051283211,81
book writing,25,189,210.98639270997867,324
general legal,2,652,311.5700621547101,190
website content writing,4,1581,14.746182912425606,242
xslt,29,1625,57.08075775719831,187
latin,5,834,205.70058817444848,374
plastics engineering,2,1118,296.0362451347284,255
2d animation,23,4,155.71028790591066,79
mongodb,22,964,322.742427640174,128
westlaw,4,1592,59.7861538765719,175
bash,11,160,27.151037544416557,389
strategic planning,21,1372,75.25667782142015,180
cover design,25,399,485.1981812429976,135
character concept,4,264,659.575787275538,186
salesforce development,2,1243,18.12859876055835,165
rfid,6,1216,99.40959117727469,261
inker,2,745,9.537785299061387,314
kindle,11,824,13.301222649210404,243
magazine layout,9,878,118.78354331136907,44
educational materials,4,530,428.3454377973044,153
mobile game development,4,958,196.38796086127357,206
freebsd,15,633,29.62731153914057,267
3d models,16,13,714.2598317626297,192
google adwords,30,669,54.81605464422593,212
mechanical product design,3,918,100.87473897323002,189
active directory,19,32,221.2822173449252,157
digital photography,14,484,655.1553798427351,102
windows phone,20,1603,368.7513457149807,85
ubercart,8,1454,299.1324693803648,246
java,450,796,656.5075541911392,181
windows,333,1597,68.37814280485229,178
logo design,277,868,74.37213585341009,97
analytics,65,76,176.3391770944169,208
blackberry,105,172,29.65600000358886,206
prestashop,59,1145,92.05187028705815,240
spreadsheets,33,1349,116.26398087879005,98
videos,47,1503,164.10906525923758,186
unix,83,1461,13.14477960544901,319
payment gateway integration,34,1075,126.15663941685966,136
programming,365,1158,207.2386126149429,213
delphi,39,466,711.0149942301992,220
xml,270,1621,311.99572639587916,231
bookkeeping,44,190,107.59923479289671,98
drafting,46,501,3.980649330814248,195
science,57,1254,216.68158570775185,179
management,648,886,296.0541692032872,125
clean,39,288,61.540666445498324,185
authorize.net,54,139,197.09695552660315,94
flash,501,618,4.874775300251546,277
