skill,skill_id,valuation
t000,0,73.0170181758967
t001,1,58.38849638729718
t002,2,71.35579914782993
t003,3,75.16209380497533
t004,4,77.97347369518526
t005,5,82.01826706669253
t006,6,78.1691642572154
t007,7,4.8687570472063655
t008,8,34.44346983444869
t009,9,12.744945448329164
t010,10,24.387952131524912
t011,11,74.94278483959155
t012,12,89.15977952122113
t013,13,71.79701789948216
t014,14,38.31684289513172
t015,15,59.83978238934246
t016,16,34.617203564152106
t017,17,39.868303605317784
t018,18,21.54953455680643
t019,19,9.754542441603943
t020,20,95.68677433086755
t021,21,78.40559242852773
t022,22,19.714014905234958
t023,23,59.244263741213466
t024,24,38.57456513696026
t025,25,54.33084757296689
t026,26,1.0722644116744515
t027,27,88.82912303923705
t028,28,63.34199626289205
t029,29,47.90357613295663
t030,30,48.31922647604747
t031,31,22.438536141363432
t032,32,36.08083271226659
t033,33,80.40930670228708
t034,34,60.07489589130627
t035,35,2.0607564237840172
t036,36,96.1400818976488
t037,37,16.52676249618905
t038,38,93.71448511649751
t039,39,1.238599615108096
t040,40,57.72112338398794
t041,41,64.93656414783207
t042,42,34.95964335114505
t043,43,88.17236684399796
t044,44,7.319166360654815
t045,45,95.14148190261065
t046,46,63.46842972502687
t047,47,8.055424467661286
t048,48,57.25806163850953
t049,49,7.053256605039517
t050,50,79.02364987299771
t051,51,24.063894071755495
t052,52,38.63139784141592
t053,53,18.547081353648103
t054,54,85.35112806574816
t055,55,69.02894276891183
t056,56,44.8531124554656
t057,57,85.40847293298883
t058,58,95.72861633241828
t059,59,93.29017930833993
t060,60,45.15073086735703
t061,61,22.005088177974606
t062,62,82.95258071815398
t063,63,33.76632556562153
t064,64,95.78612174886862
t065,65,95.1650680046699
t066,66,70.15202058710578
t067,67,19.79786083869106
t068,68,85.87519617239556
t069,69,84.63463366311306
t070,70,5.146498024974685
t071,71,19.586886841617915
t072,72,8.234168222057342
t073,73,90.38685334035638
t074,74,82.3600179686358
t075,75,48.79151417676828
t076,76,65.85594254098099
t077,77,22.667251372146506
t078,78,58.15352093646181
t079,79,99.17556787444697
t080,80,7.301093876080255
t081,81,34.24904490176469
t082,82,89.53564530557713
t083,83,50.573570205240664
t084,84,22.75431312574469
t085,85,27.097211235792297
t086,86,66.48578753981485
t087,87,54.674028486069915
t088,88,61.50305279433389
t089,89,93.22641205329506
t090,90,98.55110949414004
t091,91,38.6072129496067
t092,92,28.047876733418633
t093,93,2.06082532063076
t094,94,76.71948506408779
t095,95,10.112462509373264
t096,96,3.05145044155721
t097,97,26.27400983544701
t098,98,93.93926496673059
t099,99,53.00532140966849
