cost,skills,user_id,user_name
16.457790943124053,"['t00', 't01', 't06', 't10']",0,w00
8.604441003654262,"['t03', 't02', 't00', 't10', 't05', 't13', 't09', 't17']",1,w01
11.398692725266347,"['t01', 't03', 't09', 't11']",2,w02
8.834727316292124,"['t02', 't00', 't11', 't14', 't07', 't08', 't17']",3,w03
5.164280793339561,"['t01', 't03', 't08', 't15', 't12', 't04', 't17']",4,w04
34.70260064934591,"['t02', 't04', 't06', 't10', 't17']",5,w05
51.1065845001653,"['t00', 't01', 't10', 't05', 't13', 't09', 't17']",6,w06
22.40418469564328,"['t03', 't02', 't09', 't11', 't14', 't07', 't17']",7,w07
93.51884193918457,"['t00', 't01', 't07', 't08', 't15', 't17']",8,w08
42.29264337731528,"['t03', 't02', 't15']",9,w09
