skill,skill_id,valuation
forum posting,68,78
telemarketing,147,58
electronic forms,57,40
covers &amp; packaging,44,57
invitation design,79,64
mechanical engineering,98,51
cad/cam,37,39
drupal,52,81
shell script,133,49
xml,172,47
c++ programming,36,86
accounting,6,45
email marketing,59,41
psd to html,122,83
blog,26,30
photoshop design,113,36
voip,162,82
3d rendering,3,64
spanish,138,51
voice talent,161,57
banner design,25,61
academic writing,5,48
software architecture,136,87
animation,14,78
translation,149,70
3d modelling,0,0
3ds max,0,0
articles,0,0
travel writing,0,0
web search,0,0
3d animation,0,0
photoshop,0,0
video services,0,0
after effects,0,0
mac os,0,0
c programming,0,0
iphone,0,0
java,0,0
algorithm,0,0
php,0,0
mysql,0,0
software testing,0,0
visual basic,0,0
html,0,0
sql,0,0
audio services,0,0
linux,0,0
android,0,0
asterisk pbx,0,0
system admin,0,0
german,0,0
graphic design,0,0
logo design,0,0
c# programming,0,0
website design,0,0
user interface / ia,0,0
wordpress,0,0
python,0,0
web scraping,0,0
.net,0,0
windows desktop,0,0
flash,0,0
article rewriting,0,0
copywriting,0,0
proofreading,0,0
brochure design,0,0
javascript,0,0
excel,0,0
data processing,0,0
data entry,0,0
css,0,0
illustrator,0,0
actionscript,0,0
arabic,0,0
editing,0,0
finance,0,0
business analysis,0,0
engineering,0,0
ecommerce,0,0
customer support,0,0
music,0,0
ghostwriting,0,0
