skill,skill_id,valuation
oracle,106,7
product design,119,6
telemarketing,147,9
german,70,14
typography,151,16
microsoft exchange,102,10
arduino,18,8
xxx,173,10
virtuemart,159,11
creative writing,45,3
concept design,41,6
embedded software,60,8
polish,115,10
sharepoint,132,7
bootstrap,28,11
amazon web services,12,9
poster design,116,12
covers &amp; packaging,44,8
forum posting,68,9
travel writing,150,10
voip,162,6
autocad,24,11
transcription,148,10
bulk marketing,30,14
3d rendering,3,4
brochure design,29,10
after effects,9,4
leads,89,9
mac os,93,4
drupal,52,15
video broadcasting,155,11
flyer design,67,8
advertising,8,10
stationery design,140,8
sales,128,13
technical writing,145,9
statistics,141,8
engineering,61,7
perl,109,7
reviews,125,10
indesign,77,10
t-shirts,144,8
jquery / prototype,86,7
database administration,50,10
3ds max,4,7
asp,21,8
greek,73,7
photo editing,110,6
pcb layout,107,9
marketing,95,9
3d animation,1,11
virtual assistant,158,10
psd to html,122,3
cad/cam,37,8
photography,111,9
visual basic,160,10
videography,157,6
windows desktop,168,7
social networking,135,8
word,170,9
business cards,32,10
business analysis,31,5
book writing,27,6
sem / adwords,130,9
matlab &amp; mathematica,97,5
editing,55,5
sql,139,9
xml,172,13
microsoft access,101,9
website management,167,10
anything goes,15,16
apache,16,8
ghostwriting,71,5
audio services,23,12
java,83,7
project management,120,12
caricature &amp; cartoons,38,8
ipad,80,10
metatrader,99,10
prestashop,118,10
animation,14,4
website design,166,11
seo,131,7
.net,0,10
joomla,85,12
article rewriting,19,8
php,114,5
mobile phone,103,10
illustration,75,16
iphone,81,12
android,13,10
internet marketing,78,9
css,46,10
mysql,105,11
web scraping,164,9
linux,91,7
excel,62,7
academic writing,5,9
illustrator,76,10
logo design,92,8
html,0,0
graphic design,0,0
translation,0,0
delphi,0,0
data entry,0,0
photoshop design,0,0
link building,0,0
photoshop,0,0
wordpress,0,0
3d modelling,0,0
proofreading,0,0
copywriting,0,0
articles,0,0
javascript,0,0
ajax,0,0
copy typing,0,0
data processing,0,0
