cost,skills,user_id,user_name
7.887133196560093,"['t02', 't00', 't09', 't39', 't35', 't27', 't11', 't14', 't13', 't33']",0,w00
17.9108287905403,"['t04', 't33', 't23']",1,w01
22.1219456736614,"['t03', 't06', 't08', 't23', 't25', 't29', 't47', 't38', 't31', 't16']",2,w02
13.27120111126886,"['t07', 't05', 't01', 't16', 't19', 't17', 't12', 't10', 't48', 't15', 't40']",3,w03
6.396701171635758,"['t02', 't00', 't09', 't40', 't42', 't20', 't24', 't36', 't18', 't30', 't32']",4,w04
23.33177070706754,"['t04', 't03', 't32', 't45', 't43', 't44', 't37']",5,w05
24.480835311814474,"['t06', 't08', 't07', 't37', 't28', 't41', 't22', 't34', 't21', 't46', 't49']",6,w06
2.7723089098025104,"['t05', 't01', 't02', 't49', 't26', 't39', 't35', 't27', 't11']",7,w07
9.111748770906935,"['t00', 't09', 't04', 't11', 't14', 't13', 't33', 't23', 't25', 't29']",8,w08
10.328013268048858,"['t03', 't06', 't29', 't47', 't38']",9,w09
9.833229768245143,"['t08', 't07', 't05', 't01', 't38', 't31', 't16', 't19', 't17', 't12', 't10', 't48', 't15', 't40', 't42', 't20']",10,w10
1.926959435145024,"['t02', 't20', 't24', 't36']",11,w11
6.104833920225522,"['t00', 't09', 't36', 't18', 't30', 't32', 't45']",12,w12
12.542870327837548,"['t04', 't03', 't06', 't45', 't43', 't44', 't37', 't28', 't41', 't22', 't34', 't21']",13,w13
3.1188023395751108,"['t08', 't07', 't21', 't46', 't49', 't26']",14,w14
18.698790315603166,['t05'],15,w15
21.37135553507293,"['t01', 't02', 't00', 't26', 't39', 't35', 't27', 't11', 't14', 't13', 't33']",16,w16
11.591821056009127,"['t09', 't04', 't03', 't33', 't23', 't25', 't29', 't47', 't38', 't31', 't16']",17,w17
12.261891837375458,"['t06', 't08', 't16', 't19', 't17', 't12', 't10']",18,w18
16.955045102378186,"['t07', 't05', 't01', 't02', 't10', 't48', 't15', 't40', 't42', 't20', 't24', 't36', 't18', 't30', 't32', 't45']",19,w19
3.0320527242054816,"['t00', 't09', 't04', 't03', 't45', 't43', 't44', 't37', 't28', 't41', 't22', 't34', 't21', 't46']",20,w20
19.1466733616344,"['t06', 't08', 't46', 't49', 't26']",21,w21
24.390215541375536,"['t07', 't05', 't26', 't39', 't35', 't27']",22,w22
6.263720042534519,"['t01', 't02', 't00', 't27', 't11', 't14', 't13', 't33', 't23']",23,w23
17.696258442905922,"['t09', 't04', 't03', 't06', 't23', 't25', 't29', 't47', 't38', 't31', 't16', 't19', 't17', 't12']",24,w24
16.80409199399768,['t08'],25,w25
24.346056078080274,"['t07', 't05', 't01', 't02', 't12', 't10', 't48', 't15', 't40', 't42', 't20', 't24', 't36', 't18', 't30']",26,w26
7.099040876664183,"['t00', 't09', 't04', 't03', 't30', 't32', 't45', 't43', 't44', 't37', 't28', 't41', 't22']",27,w27
19.906313757212963,"['t06', 't08', 't07', 't22', 't34', 't21', 't46', 't49', 't26', 't39', 't35']",28,w28
11.26388372137166,"['t05', 't01', 't02', 't00', 't35', 't27', 't11', 't14', 't13', 't33', 't23', 't25', 't29', 't47']",29,w29
12.797322902575775,"['t09', 't47', 't38']",30,w30
17.59567108235836,"['t04', 't38', 't31']",31,w31
13.383373073085906,"['t03', 't06', 't08', 't07', 't31', 't16', 't19', 't17', 't12', 't10', 't48', 't15', 't40', 't42', 't20']",32,w32
15.111232607375161,"['t05', 't01', 't20', 't24', 't36', 't18']",33,w33
10.807157599713737,"['t02', 't00', 't09', 't18', 't30', 't32', 't45', 't43', 't44', 't37', 't28']",34,w34
24.64589517365332,"['t04', 't03', 't28', 't41', 't22', 't34']",35,w35
12.267680733962358,"['t06', 't08', 't34', 't21', 't46', 't49', 't26', 't39']",36,w36
4.200317693614985,"['t07', 't05', 't01', 't02', 't39', 't35', 't27', 't11', 't14', 't13', 't33', 't23', 't25', 't29', 't47', 't38']",37,w37
6.174618964036735,"['t00', 't09', 't04', 't38', 't31', 't16', 't19', 't17', 't12', 't10', 't48', 't15']",38,w38
11.690616268733258,"['t03', 't15', 't40', 't42']",39,w39
1.7321905875225498,"['t06', 't42', 't20']",40,w40
21.39802787492877,"['t08', 't07', 't20', 't24', 't36', 't18']",41,w41
14.81702749857416,"['t05', 't01', 't02', 't18', 't30', 't32', 't45', 't43', 't44', 't37']",42,w42
18.22403664043808,"['t00', 't09', 't04', 't37', 't28', 't41', 't22', 't34', 't21', 't46']",43,w43
19.98801125398785,"['t03', 't06', 't08', 't07', 't46', 't49', 't26', 't39', 't35', 't27', 't11', 't14', 't13', 't33', 't23']",44,w44
9.965932685171158,"['t05', 't01', 't02', 't23', 't25', 't29', 't47', 't38', 't31', 't16']",45,w45
15.515453974212642,"['t00', 't09', 't04', 't16', 't19', 't17', 't12', 't10', 't48', 't15']",46,w46
24.039542547506226,"['t03', 't06', 't08', 't07', 't15', 't40', 't42', 't20', 't24', 't36', 't18', 't30', 't32', 't45']",47,w47
1.9480147930683644,"['t05', 't01', 't45', 't43', 't44']",48,w48
7.0301970492985415,"['t02', 't00', 't44', 't37', 't28']",49,w49
