skill,skill_id,valuation
t00,0,18.53508553260621
t01,1,2.336572206000289
t02,2,10.55976695862161
t03,3,18.718775513665133
t04,4,9.083606109324869
t05,5,3.021612607765696
t06,6,18.567145403186377
t07,7,4.090176727590929
t08,8,11.597183717484137
t09,9,15.61663121205199
t10,10,2.2023937265764317
t11,11,1.7754047967310318
t12,12,13.938352423295331
t13,13,19.291119058603822
t14,14,9.073094281759365
t15,15,10.907395152109721
t16,16,6.938544390022045
t17,17,13.031140559628392
t18,18,16.573104990210965
t19,19,17.738745761044115
t20,20,15.025300080981594
t21,21,12.356121996518834
t22,22,6.798288074281608
t23,23,5.057938316012296
t24,24,15.728460835958897
t25,25,14.818240259740431
t26,26,17.64120219381995
t27,27,1.3206563609013298
t28,28,6.561801294984025
t29,29,10.819987006157282
t30,30,10.305128590380251
t31,31,2.2103410728377932
t32,32,1.0425829260612693
t33,33,10.777904185538056
t34,34,14.556749198718347
t35,35,11.228163247547878
t36,36,7.621437867136517
t37,37,14.745163200271627
t38,38,18.528384721783084
t39,39,8.655018895404549
t40,40,9.36657754724796
t41,41,18.09576032918618
t42,42,11.932315702110897
t43,43,9.946302998824619
t44,44,14.16201460732516
t45,45,11.48248943783294
t46,46,14.393435587469137
t47,47,17.385511601339726
t48,48,2.327098906707695
t49,49,11.239917346140214
