skill,freq,skill_id,valuation,new_value
polish,2,115,3.3302995550883034,7
user interface / ia,5,154,14.98616294965129,8
oracle,2,106,6.71598617505857,8
creative writing,4,45,5.661082763986039,12
electronic forms,1,57,1.694447606785798,6
arduino,2,18,15.313453655555296,17
xxx,2,173,11.796183727789032,10
covers &amp; packaging,3,44,1.50695242022607,11
swedish,1,142,3.547323588086873,8
amazon web services,5,12,4.859699111894209,12
invitation design,1,79,5.722088515499466,12
telemarketing,4,147,16.607723132024127,8
ruby on rails,4,127,11.618736405678522,10
product design,4,119,10.659925009687154,14
unity 3d,3,152,16.50828596262794,11
bootstrap,2,28,3.4858135806158708,10
latex,1,88,8.458802883562928,8
german,3,70,5.086556286310606,11
forum posting,1,68,7.181898067124362,6
arabic,4,17,3.4845956644640297,10
algorithm,10,11,10.8229973781154,12
greek,6,73,13.336170295615439,6
stationery design,8,140,10.195623889030358,14
electronics,17,58,6.608285080925017,11
copy typing,12,42,7.794422882805676,10
music,9,104,8.62321315583484,15
mechanical engineering,9,98,12.966168047134461,1
classifieds posting,5,39,10.64654414601349,15
ecommerce,30,54,4.739555164897191,12
powerpoint,13,117,18.528534970246746,11
business plans,6,33,17.3523956162447,11
caricature &amp; cartoons,23,38,28.150381513255283,10
brochure design,25,29,4.356219289110999,8
pcb layout,7,107,13.010822472885925,5
ajax,38,10,5.3880240768806456,7
cms,9,40,9.755444263871711,11
link building,27,90,11.629803549440858,10
spanish,9,138,9.891042053818568,11
virtual assistant,22,158,28.680488285264918,14
actionscript,6,7,1.265248014506389,14
3ds max,20,4,1.764712026171015,14
research,34,124,8.120319671990929,9
windows desktop,29,168,17.071079404295652,6
software testing,30,137,11.165887958765184,5
unix,8,153,6.192757246663923,7
psd to html,19,122,8.085793819608291,8
business cards,15,32,5.371823567350697,9
email marketing,6,59,16.472602413643273,10
t-shirts,13,144,19.24645072699864,10
videography,16,157,7.447831165946251,14
indesign,9,77,6.026360146578102,15
advertising,20,8,9.34515124669998,10
book writing,8,27,2.8983546355784515,12
reviews,10,125,10.338364992427405,7
pdf,6,108,26.760825552105764,13
visual basic,29,160,9.91091238368618,9
electrical engineering,9,56,7.60576933017874,11
python,20,123,7.004980867191003,5
photography,6,111,11.492606860799302,8
xml,23,172,4.598300521968474,9
autocad,19,24,5.078667658713466,4
ebooks,7,53,3.2684838377240357,8
flyer design,13,67,9.168398247249426,12
shell script,7,133,19.045594435293484,11
business analysis,10,31,17.592634003265434,7
web hosting,25,163,12.067923015884647,6
script install,14,129,7.321011085392957,10
matlab &amp; mathematica,16,97,10.305302609032417,13
sql,27,139,2.639624964837872,13
drupal,8,52,15.332707535821168,11
photo editing,20,110,3.6957059509712114,10
bulk marketing,11,30,10.936169575665511,10
marketing,37,95,7.225879531076997,10
blog,43,26,6.484402488338522,11
engineering,32,61,2.9138043812554777,10
apache,11,16,23.060361969668175,12
proofreading,37,121,9.087490595488674,9
3d animation,40,1,7.141289992379567,6
c++ programming,34,36,11.021749638386748,15
sem / adwords,6,130,2.6696906118414505,5
html,349,74,7.5319173592407465,12
data entry,140,48,1.6170308199232213,10
c programming,47,34,4.064529328535978,4
graphic design,474,72,13.904429463720687,8
video services,49,156,2.9434610274727118,8
mobile phone,58,103,7.081535302353911,9
excel,105,62,6.607011085839172,10
mysql,198,105,9.272545566436127,8
javascript,114,84,9.718714727340966,6
animation,48,14,16.372206825714105,8
academic writing,62,5,4.9795837686625966,17
illustrator,98,76,14.771548247179242,11
wordpress,167,171,7.242523094871336,10
internet marketing,87,78,3.2899100127287504,10
css,159,46,29.54974473683529,12
facebook marketing,47,63,7.560163280909197,11
linux,74,91,4.2044306281626405,9
banner design,68,25,12.449267381997936,7
article rewriting,71,19,9.682249736161133,9
android,66,13,12.7969298804071,8
