skill,skill_id,valuation
cassandra,256,153
other - photography,1062,196
mcse,915,199
cloth simulation,297,119
it sales,788,182
commercial printing industry,327,116
jsonp,816,187
direct sales,488,182
court reporting,397,65
journalistic photography,810,96
videography editing,1502,151
luxury goods industry,869,177
writer,1617,164
user interface programming,1468,118
healthcare software,704,225
urban design,1463,67
communications,331,135
tax reporting,1400,124
jenkins,805,98
kaizen,818,117
website monetization,1585,119
mac apps,871,75
bank reconciliation,154,110
home video,710,157
amazon s3,73,122
miva merchant,947,93
salesforce.com consulting,1245,113
keyboarding,821,156
crm,409,128
editorial consulting,525,130
unreal development kit,1462,169
tk,1432,139
mt4,983,107
textile prints,1425,154
test driven development,1422,102
mac,870,158
book sales,188,86
sap netweaver,1249,152
system software,1392,185
chemical engineering,269,96
short stories,1281,85
curriculum development,419,114
squarespace,1359,190
interviewing,765,144
sqlite,1358,115
physics,1109,62
t-shirt design,1393,106
architectural rendering,111,161
character concept,264,161
enterprise software,556,160
2d art,5,131
viral marketing,1505,141
cinema 4d,278,131
magazine layout,878,163
ipad development,776,213
ui design,1456,173
solomon,1337,187
computer programming,347,151
negotiation,998,145
tumblr,1444,126
civil,285,143
storyboarding,1371,215
quartz,1183,92
qt,1181,212
company newsletters,335,197
teaching english,1403,110
architectural design,109,124
resin,1203,95
patents,1072,85
calendar management,240,111
cocos2d,307,157
sports writing,1348,133
email support,545,130
adobe lightroom,50,111
retail branding,1209,148
biotechnology,170,132
continuous integration,370,136
software requirements,1333,155
alfresco,65,192
database management,459,125
ebook writing,516,187
football,629,133
image advertising,728,134
sencha touch,1271,113
budgeting,200,72
logistics,867,180
database systems,464,158
epub (electronic publication),558,203
backlinking,152,48
computer hardware,343,151
xslt,1625,97
metatrader,930,195
wiki,1596,165
art,115,177
six sigma,1289,159
computer literacy,344,175
ssl,1362,148
reverse engineering,1212,144
3d printing,14,97
computer graphics,341,72
c programming,230,179
appointment setting,104,148
scrum,1259,128
ims,733,191
cover design,399,132
engineering design,551,126
elastic,534,193
collections,316,91
statistics,1367,127
inker,745,182
generator,653,180
google adsense,668,79
microstrategy,945,66
leads,839,172
video conferencing,1491,160
design strategy,470,124
informatica,741,65
zoho crm,1638,127
sms gateway,1299,137
web scraping,1565,101
windows phone,1603,173
salesforce.com implementation,1246,208
graphic art,687,24
punctuation,1177,125
spring framework,1352,112
economics,522,188
basecamp,159,181
czech,433,102
woocommerce,1611,159
ffmpeg,590,131
pl,1117,267
comic book art,322,80
phpfox,1106,97
comic book illustration,323,188
audio production,135,155
cartooning,254,239
architectural drawings,110,86
business operations,218,142
legal letters,843,217
cms,302,155
desktop publishing,473,76
retail sales,1211,227
presentation design,1141,134
business intelligence,212,97
ecommerce seo,521,122
audio transcription,137,92
concept art,351,117
vector graphics,1478,187
sugarcrm,1379,84
web animation,1538,127
dojo,499,131
bigcommerce,167,119
sound design,1340,73
surveys,1381,137
legal advice,841,167
english (uk),553,88
human resources management (hr),719,99
portrait photography,1128,166
blackberry os,174,212
outbound sales,1063,240
banner,155,217
spanish,1344,64
oracle,1043,140
video editing,1492,129
pay per click,1074,97
basic,161,267
phonegap,1094,157
banner design,157,183
ios,771,193
access,21,163
product development,1154,176
copywriting,379,69
industrial,738,116
opencart,1036,187
rest,1206,163
paypal,1077,174
web development,1553,52
creative writing,407,83
graphics,690,180
operating systems,1040,108
payment gateway integration,1075,188
html5,715,85
responsive wordpress theme,1205,164
oop,1032,192
