skill,skill_id,valuation
t00,0,12.440397038656194
t01,1,1.686902552278338
t02,2,18.140416591622184
t03,3,5.808017730839756
t04,4,14.325886047530481
t05,5,9.952129018163735
t06,6,4.066690097625292
t07,7,10.140526964138706
t08,8,1.1748887486918722
t09,9,16.086177111094763
t10,10,15.993178681394088
t11,11,13.58027395266868
t12,12,8.961416616097395
t13,13,9.781786752937442
t14,14,13.899977731528164
t15,15,11.256604061893038
t16,16,3.564276967722355
t17,17,14.627233297340345
t18,18,18.782690359387935
t19,19,15.302197851632293
t20,20,18.40821390294196
t21,21,1.8836652613384026
t22,22,1.4109079748417614
t23,23,14.326370401458297
t24,24,4.549137850714065
t25,25,3.2133815301086974
t26,26,18.57318610336606
t27,27,16.35705072983255
t28,28,6.4186374689732855
t29,29,12.056933112029082
t30,30,8.286264526714104
t31,31,1.0658829952394342
t32,32,15.510865782118103
t33,33,12.385491096400502
t34,34,7.512948394435909
t35,35,11.193197461732591
t36,36,8.736979068166065
t37,37,18.5345429040832
t38,38,11.412701096618996
t39,39,7.718974596059558
t40,40,1.3006642690364663
t41,41,8.43802360921212
t42,42,14.884078655716865
t43,43,11.265523176065917
t44,44,15.61240381986984
t45,45,15.70253109559964
t46,46,15.364890375827047
t47,47,9.874207881744873
t48,48,13.500274419217433
t49,49,4.684973051497172
