cost,skills,user_id,user_name
200.0,"['access', 'adobe air', 'adobe photoshop', 'air', 'cakephp', 'cgi', 'cgi/perl', 'codeigniter', 'copywriting', 'coreldraw', 'design', 'django', 'dreamweaver', 'drupal', 'ecommerce', 'facebook', 'fireworks', 'flash', 'gaming', 'google adsense', 'google adwords', 'graphic design', 'html', 'internet marketing', 'joomla', 'magento', 'management', 'marketing', 'ms', 'mysql', 'mysql 4.x', 'oracle', 'oscommerce', 'pay per click', 'perl', 'php', 'php 5', 'seo', 'social media marketing', 'sql', 'sql server', 'sybase', 'wordpress', 'xhtml', 'zend']",732.0,w0719
200.0,"['.net', 'access', 'android', 'c', 'c++', 'cocoa', 'cocos2d', 'css', 'dhtml', 'facebook', 'html', 'html5', 'ios', 'ipad', 'iphone', 'java', 'jquery', 'jsp', 'linkedin', 'ms', 'mysql', 'phonegap', 'php', 'twitter']",1346.0,w1329
100.0,"['access', 'application development', 'asp', 'asp.net', 'brochures', 'business card design', 'com', 'css', 'database design', 'design', 'dreamweaver', 'drupal', 'fireworks', 'flash', 'flash design', 'html', 'java', 'joomla', 'jsp', 'linux', 'magento', 'microsoft', 'mysql', 'open source', 'oracle', 'oscommerce', 'perl', 'php', 'presentations', 'programming', 'python', 'reviews', 'ruby', 'sql', 'vb.net', 'web 2.0', 'web design', 'web development', 'website design', 'windows', 'wordpress', 'xhtml', 'xml', 'zen cart']",1380.0,w1362
300.0,"['.net', 'access', 'agile', 'ajax', 'asp', 'asp.net', 'asp.net mvc', 'c', 'c#', 'git', 'html', 'jquery', 'linq', 'linq to sql', 'mongodb', 'ms', 'mvc', 'mysql', 'oracle', 'scrum', 'soap', 'sql', 'sql server', 'svn', 'vb.net', 'vista', 'wcf', 'windows', 'windows server', 'wpf', 'xml', 'xsl']",1825.0,w1795
50.0,"['amazon', 'articles', 'com', 'content development', 'editing', 'financial planning', 'financial services', 'internet research', 'interviewing', 'newsletters', 'research', 'writing']",4463.0,w4377
100.0,"['asp', 'asp.net', 'asp.net mvc', 'azure', 'codeigniter', 'design', 'drupal', 'joomla', 'magento', 'microsoft sql server', 'mvc', 'mysql', 'php', 'web design', 'wordpress']",2611.0,w2566
50.0,"['brochures', 'com', 'design', 'direct mail pieces', 'editing', 'graphic design', 'indesign', 'marketing', 'microsoft', 'photo editing', 'powerpoint', 'writing']",3254.0,w3196
75.0,"['access', 'consulting', 'design', 'dreamweaver', 'excel', 'facebook', 'fireworks', 'indesign', 'joomla', 'linkedin', 'marketing', 'ms', 'ms excel', 'ms powerpoint', 'ms word', 'networking', 'open source', 'opencart', 'outlook', 'phpbb', 'powerpoint', 'social networking', 'twitter', 'wordpress']",27.0,w0027
100.0,"['adobe photoshop', 'analytics', 'ap style', 'blogging', 'css', 'dreamweaver', 'editing', 'google analytics', 'html', 'magento', 'management', 'marketing', 'microsoft', 'pay per click', 'photo editing', 'seo', 'social media marketing', 'wordpress']",895.0,w0881
200.0,"['design', 'e-learning', 'editing', 'excel', 'indesign', 'medical', 'microsoft', 'microsoft word', 'page design', 'powerpoint', 'programming', 'proofreading', 'research', 'training', 'vba', 'writing']",473.0,w0462
25.0,"['.net', 'android', 'c#', 'css', 'css3', 'ecommerce', 'graphic design', 'html', 'html5', 'ios', 'joomla', 'magento', 'mysql', 'php', 'php 5', 'psd to html', 'psd to wordpress', 'responsive web design', 'search engine optimization (seo)', 'social media optimization (smo)', 'sql', 'web development', 'wordpress']",123.0,w0122
