skill,skill_id,valuation
japanese,82,8
forum posting,68,10
german,70,7
arduino,18,9
product design,119,10
arabic,17,6
virtuemart,159,10
simplified chinese (china),134,10
travel writing,150,16
oracle,106,7
poster design,116,13
electronic forms,57,13
creative writing,45,8
typography,151,14
korean,87,12
concept design,41,11
xxx,173,6
covers &amp; packaging,44,8
swedish,142,9
polish,115,9
editing,55,2
photography,111,9
anything goes,15,7
reviews,125,7
sales,128,5
business cards,32,12
photo editing,110,13
t-shirts,144,6
brochure design,29,9
indesign,77,10
caricature &amp; cartoons,38,10
flyer design,67,11
script install,129,9
proofreading,121,12
windows server,169,12
engineering,61,7
system admin,143,5
voip,162,10
jquery / prototype,86,8
asterisk pbx,22,9
technical writing,145,10
pcb layout,107,6
classifieds posting,39,12
perl,109,10
ecommerce,54,6
sql,139,7
music,104,13
ebooks,53,10
accounting,6,16
3d modelling,2,8
virtual assistant,158,8
c# programming,35,10
delphi,51,8
website management,167,12
mechanical engineering,98,9
xml,172,7
magento,94,13
marketing,95,8
link building,90,5
spanish,138,8
advertising,8,12
ajax,10,7
ipad,80,5
word,170,9
web search,165,9
youtube,174,7
c++ programming,36,6
unix,153,9
mathematics,96,8
sem / adwords,130,4
statistics,141,10
business plans,33,12
book writing,27,10
electrical engineering,56,7
web hosting,163,8
autocad,24,11
bulk marketing,30,8
electronics,58,6
mac os,93,11
video broadcasting,155,12
logo design,92,9
article rewriting,19,12
internet marketing,78,11
translation,149,8
joomla,85,7
seo,131,9
animation,14,10
graphic design,72,12
illustration,75,8
copywriting,43,10
data processing,49,6
mysql,105,14
banner design,25,10
website design,166,9
.net,0,6
css,46,13
mobile phone,103,10
video services,156,17
web scraping,164,12
excel,62,8
php,0,0
data entry,0,0
illustrator,0,0
wordpress,0,0
photoshop design,0,0
photoshop,0,0
javascript,0,0
html,0,0
greek,0,0
powerpoint,0,0
game design,0,0
articles,0,0
academic writing,0,0
visual basic,0,0
