skill,skill_id,valuation
bbpress,162,630
fun,641,508
atmel avr,132,720
call center start up,243,768
electronic product design,539,572
ppc,1140,182
telugu,1417,544
cpa,401,350
web site production,1571,507
music producer,989,302
performance tuning,1090,364
silk,1284,322
blog commenting,177,539
ios programming,773,153
japanese,794,283
public speaking,1174,689
retail branding,1209,638
call handling,244,438
autodesk inventor,142,572
bgp,166,446
greek,691,487
iphone design,780,538
microsoft onenote,938,567
hardware troubleshooting,700,347
2d graphics,7,661
textiles,1426,384
alpha,69,106
linux server,857,366
business planning,220,684
sendmail,1272,388
collections,316,440
cms (content management system),303,371
caricature drawing,251,280
curl,418,293
saas,1230,448
custom facebook pages,422,675
government proposals,682,537
computer vision,350,515
facebook api,575,521
cocos2d,307,531
adobe acrobat,41,490
freelance,634,424
visual studio,1517,676
fireworks,614,540
lead generation,837,699
web 2.0,1535,347
asp,126,794
editing,524,501
director,489,618
brochures,198,346
.net,0,0
access,0,0
adobe air,0,0
adobe photoshop,0,0
air,0,0
ajax,0,0
android,0,0
apache,0,0
application development,0,0
asp.net,0,0
blackberry,0,0
business intelligence,0,0
business process management,0,0
c,0,0
c#,0,0
c++,0,0
cgi,0,0
cgi/perl,0,0
com,0,0
coreldraw,0,0
design,0,0
dreamweaver,0,0
drupal,0,0
ecommerce,0,0
ejb,0,0
erp,0,0
flash,0,0
grails,0,0
groovy,0,0
html,0,0
iis,0,0
intranet,0,0
iphone,0,0
iphone application development,0,0
j2ee,0,0
java,0,0
javascript,0,0
jdbc,0,0
joomla,0,0
jquery,0,0
jsp,0,0
linux,0,0
magento,0,0
management,0,0
marketing,0,0
microsoft,0,0
mobile,0,0
mobile application development,0,0
ms,0,0
mysql,0,0
mysql 4.x,0,0
operating systems,0,0
oracle,0,0
oscommerce,0,0
outsourcing,0,0
perl,0,0
php,0,0
postgresql,0,0
programming,0,0
quality assurance,0,0
reports,0,0
ruby,0,0
ruby on rails,0,0
sap,0,0
search engine optimization (seo),0,0
sem,0,0
seo,0,0
sharepoint,0,0
social media marketing,0,0
software,0,0
software development,0,0
software solutions,0,0
sql,0,0
sql server,0,0
sugarcrm,0,0
supply chain management,0,0
sybase,0,0
unix,0,0
vb.net,0,0
vbscript,0,0
virtuemart,0,0
vista,0,0
web 2.0 development,0,0
website design,0,0
windows,0,0
windows mobile,0,0
windows server,0,0
wordpress,0,0
xml,0,0
zend,0,0
actionscript,0,0
animation,0,0
css,0,0
digital,0,0
digital illustration,0,0
drawing,0,0
graphic design,0,0
graphics,0,0
illustration,0,0
maya,0,0
motion graphics,0,0
painting,0,0
presentations,0,0
web design,0,0
xhtml,0,0
cisco,0,0
consulting,0,0
lan,0,0
mpls,0,0
network security,0,0
ospf,0,0
radius,0,0
security,0,0
ssl,0,0
troubleshooting,0,0
vms,0,0
voip,0,0
vpn,0,0
wan,0,0
wireless,0,0
proofreading,0,0
research,0,0
rewriting,0,0
facebook,0,0
product videography,0,0
training,0,0
video editing,0,0
videography,0,0
videography editing,0,0
videos,0,0
cakephp,0,0
children's writing,0,0
android development,0,0
database design,0,0
html5,0,0
windows programming,0,0
3d,0,0
3d design,0,0
ad design,0,0
adobe after effects,0,0
adobe illustrator,0,0
banner,0,0
banner design,0,0
case,0,0
corporate,0,0
cover design,0,0
film,0,0
film editing,0,0
http,0,0
indesign,0,0
logo design,0,0
mac os,0,0
mac os x,0,0
magazine design,0,0
music,0,0
t-shirt design,0,0
templates,0,0
video,0,0
video streaming,0,0
voice over,0,0
article editing,0,0
article writing,0,0
articles,0,0
blog writing,0,0
book writing,0,0
copywriting,0,0
ebook writing,0,0
excel,0,0
ghost writing,0,0
search engine optimization copywriting (seo),0,0
song writing,0,0
television,0,0
web content writing,0,0
website content,0,0
website content writing,0,0
blogging,0,0
blogs,0,0
creative writing,0,0
writing,0,0
acrobat,0,0
ap style,0,0
fiction,0,0
grammar,0,0
health,0,0
powerpoint,0,0
short stories,0,0
max,0,0
adobe indesign,0,0
cartoon,0,0
magazine layout,0,0
photoshop design,0,0
basic,0,0
magazine articles,0,0
press releases,0,0
sales,0,0
sales letters,0,0
chemistry,0,0
grant writing,0,0
ms excel,0,0
ms powerpoint,0,0
ms word,0,0
science,0,0
analysis,0,0
cognos,0,0
coldfusion,0,0
developer,0,0
modeling,0,0
paypal,0,0
pdf,0,0
powerbuilder,0,0
prolog,0,0
python,0,0
rpg,0,0
ssis,0,0
testing,0,0
visual basic,0,0
accounting,0,0
business consulting,0,0
business development,0,0
business launch,0,0
consultant,0,0
economics,0,0
finance,0,0
computer science,0,0
content writing,0,0
english,0,0
web content,0,0
copy editing,0,0
microsoft word,0,0
punctuation,0,0
spelling,0,0
customer service,0,0
progress,0,0
technical support,0,0
telemarketing,0,0
virtual assistants,0,0
agile,0,0
asp.net mvc,0,0
cvs,0,0
dhtml,0,0
engineering,0,0
international,0,0
lean,0,0
linq,0,0
mvc,0,0
natural language,0,0
processing,0,0
product development,0,0
rest,0,0
scrum,0,0
silverlight,0,0
soap,0,0
software engineering,0,0
svn,0,0
test,0,0
wcf,0,0
web services,0,0
wpf,0,0
business writing,0,0
coaching,0,0
live chat,0,0
market research,0,0
sage,0,0
email,0,0
email marketing,0,0
google plus,0,0
icontact,0,0
linkedin,0,0
materials,0,0
newsletters,0,0
photography,0,0
sports,0,0
sports writing,0,0
tumblr,0,0
twitter,0,0
android programming,0,0
cocoa,0,0
objective-c,0,0
sqlite,0,0
app development,0,0
codeigniter,0,0
communication skills,0,0
json,0,0
oop,0,0
web development,0,0
active directory,0,0
dns,0,0
ftp,0,0
networking,0,0
skype,0,0
web technologies,0,0
banner ads,0,0
copyright,0,0
letterhead,0,0
make,0,0
application support,0,0
database systems,0,0
desktop applications,0,0
internet information services (iis),0,0
jquery mobile,0,0
ms sql,0,0
clean,0,0
hindi,0,0
localization,0,0
ms office,0,0
product descriptions,0,0
transcription,0,0
translation,0,0
yahoo,0,0
authorize.net,0,0
inventory management,0,0
payment gateway integration,0,0
ios,0,0
mobile development,0,0
skill,0,0
medical,0,0
advertising,0,0
bulk marketing,0,0
internet marketing,0,0
smo,0,0
computer graphics design,0,0
sound editing,0,0
video production,0,0
billing,0,0
custom websites,0,0
focus,0,0
pc hardware,0,0
citrix,0,0
mobile applications,0,0
project management,0,0
publishing,0,0
final draft,0,0
picture books,0,0
reviews,0,0
api,0,0
css3,0,0
database management,0,0
opencart,0,0
paypal api,0,0
paypal integration,0,0
psd,0,0
psd to html,0,0
software design,0,0
website development,0,0
eclipse,0,0
amazon,0,0
architect,0,0
azure,0,0
windows phone,0,0
ebay,0,0
gif animator,0,0
hibernate,0,0
open source,0,0
phpbb,0,0
shopping carts,0,0
social networking,0,0
zen cart,0,0
ios development,0,0
ipad,0,0
ipad design,0,0
iphone app development,0,0
iphone development,0,0
iphone sdk,0,0
oil painting,0,0
selling,0,0
artist,0,0
concept development,0,0
corporate identity,0,0
sales promotion,0,0
cpanel,0,0
php 5,0,0
