skill,skill_id,valuation
t000,0,5.541827183713947
t001,1,5.883948291513364
t002,2,4.339190672324008
t003,3,19.734371261639286
t004,4,19.668364363407836
t005,5,4.005180341650918
t006,6,13.043830129787754
t007,7,3.755618606773211
t008,8,14.651312864051764
t009,9,7.557757223587345
t010,10,15.757003860203575
t011,11,14.107523479530451
t012,12,5.420833204148597
t013,13,6.475940052007478
t014,14,5.230238494664389
t015,15,5.104046263966493
t016,16,10.831564014755209
t017,17,10.406497408493065
t018,18,6.148532887933533
t019,19,5.75746630717851
t020,20,14.390824867578987
t021,21,16.99204546523775
t022,22,5.4918995632161405
t023,23,10.58018930050112
t024,24,6.975237470759132
t025,25,10.309541715979329
t026,26,16.816062218252398
t027,27,3.681055151298334
t028,28,3.3998980400877143
t029,29,18.867419611007435
t030,30,9.83970798408517
t031,31,16.049571669652885
t032,32,18.237118187278522
t033,33,18.01952815703284
t034,34,6.924540699829129
t035,35,3.471079132558615
t036,36,19.372125706458984
t037,37,8.361298721680075
t038,38,9.867012414760055
t039,39,8.539186696508267
t040,40,15.058917578518535
t041,41,19.646663994894727
t042,42,8.935438802076037
t043,43,7.2814300773491425
t044,44,17.28669115493809
t045,45,15.262173293148201
t046,46,9.272058264965466
t047,47,15.661017830645898
t048,48,10.567996602830851
t049,49,10.662940956809575
t050,50,16.442823358636648
t051,51,17.415280687787618
t052,52,8.123093458671509
t053,53,18.694969625046397
t054,54,14.075445968210433
t055,55,7.083927272884589
t056,56,7.876609540454799
t057,57,13.895308371456577
t058,58,10.42874138824813
t059,59,7.192780932041906
t060,60,10.53480420771123
t061,61,4.071934835741749
t062,62,2.913722802455131
t063,63,3.1918974352187206
t064,64,14.586098182518928
t065,65,13.712638042809978
t066,66,9.35619852476128
t067,67,14.058458069663025
t068,68,13.042289520967007
t069,69,1.4627281382409303
t070,70,5.7406736445119275
t071,71,3.9664929155569437
t072,72,11.294398063146687
t073,73,12.656156617145427
t074,74,6.620370999109427
t075,75,18.12353780212746
t076,76,9.788226094802434
t077,77,1.241083916524941
t078,78,7.288423584824298
t079,79,17.6894021116602
t080,80,2.293457816083948
t081,81,14.513837294122187
t082,82,3.17497126666906
t083,83,6.749099291264303
t084,84,13.91352940498666
t085,85,13.258801990710468
t086,86,5.571150894109358
t087,87,2.623698973365674
t088,88,15.475477383198953
t089,89,15.608224729336468
t090,90,12.300792429717674
t091,91,6.132416198613584
t092,92,1.6895436211099064
t093,93,2.7889348071733133
t094,94,6.208164010779519
t095,95,6.088413848028836
t096,96,19.323645989327883
t097,97,15.481547577697434
t098,98,13.089715214143789
t099,99,13.372439426154736
