skill,skill_id,valuation
mobile phone apps,961,314
usb (universal serial bus),1465,221
concept artistry,352,216
organizational operations,1053,203
call center management,242,90
ecommerce optimization,520,245
outside sales,1065,252
mcse,915,236
apple iworks,97,264
holistic health,709,326
customer conversion,425,377
online assistant,1026,172
chemical engineering,269,222
human resources policies (hr),721,146
journalistic photography,810,380
social video,1322,337
mpls,971,296
cad drawing,235,73
web site editing,1570,150
database scripting,462,405
electrical engineering,537,154
inbound marketing,734,221
database engine,458,140
product descriptions,1152,305
prototyping,1167,196
investment banking,768,308
web search,1566,349
technical support,1408,146
network administration,999,234
norwegian,1014,224
client correspondence,291,259
marketing research,899,51
digital photography,484,254
yahoo store,1627,73
building design,201,381
sequential art,1274,261
sms gateway,1299,311
poetry,1123,215
shell scripting,1278,229
journalism,809,217
general legal,652,163
curriculum development,419,116
branding,195,304
active listening,33,239
product illustration,1155,288
smm,1297,273
xml web services,1623,229
moodle,965,323
business letters,215,204
government agencies,681,262
flash design,621,223
realist painting,1190,252
dom,500,357
desktop applications,472,129
cgi/perl,261,137
web landing pages,1556,304
newsletter design,1004,276
3d rendering,15,142
knockoutjs,825,225
mathematics,907,225
cocoa touch,306,228
display advertising,493,283
data management,444,401
sales letters,1235,242
sound design,1340,328
voice talent-female,1524,315
silk,1284,320
illustrator,727,154
security testing,1265,197
cover art,398,187
web traffic,1577,257
video ads,1486,319
database systems,464,112
user manuals,1469,199
web games,1554,314
citrix,284,218
cognos,313,252
game programming,646,163
metatrader,930,196
xslt,1625,158
sales,1232,203
digital,479,294
plugins,1120,351
opencart,1036,291
mobile application development,953,182
xcode,1619,329
sharepoint,1277,192
html,714,310
presentations,1142,384
blogs,183,354
spanish,1344,201
photo editing,1095,125
zen cart,1633,163
analytics,76,290
image editing,729,75
copy editing,376,227
outlook,1064,214
video,1485,401
virtuemart,1508,216
asp,126,160
adobe acrobat,0,0
adobe illustrator,0,0
adobe photoshop,0,0
canvas prints,0,0
flash,0,0
artist,0,0
brochures,0,0
cinematography,0,0
com,0,0
coreldraw,0,0
creative writing,0,0
design,0,0
e-books,0,0
graphics,0,0
kindle,0,0
mobi,0,0
photography,0,0
radio,0,0
seo,0,0
software,0,0
writing,0,0
access,0,0
camtasia,0,0
consultant,0,0
content management,0,0
css,0,0
dns,0,0
dreamweaver,0,0
fireworks,0,0
iis,0,0
intranet,0,0
load balancing,0,0
management,0,0
marketing,0,0
microsoft,0,0
ms,0,0
sql,0,0
sql server,0,0
training,0,0
user interface design,0,0
web 2.0,0,0
web development,0,0
windows,0,0
windows server,0,0
xml,0,0
director,0,0
editing,0,0
film,0,0
concept design,0,0
painting,0,0
web design,0,0
3d,0,0
3d design,0,0
3d modeling,0,0
clay sculpting,0,0
concept art,0,0
modeling,0,0
multimedia animation,0,0
css3,0,0
ecommerce,0,0
facebook api,0,0
javascript,0,0
jquery,0,0
paypal api,0,0
