skill,skill_id,valuation
mercurial,929,76
flash content,620,84
undefined,1459,45
cataloging,257,57
website monetization,1585,41
criminal law,408,61
game scripting,649,68
cad drawing,235,58
system software,1392,60
telugu,1417,43
science education,1255,48
web presentations,1563,81
social video,1322,49
lamp administration,828,62
front end developers,639,56
call center administration,241,56
primefaces,1146,60
crowdsourcing,413,56
fashion,582,30
editorial consulting,525,42
openvpn,1038,77
manufacturing design,891,83
luxury goods industry,869,64
advertising photography,54,38
newspapers industry,1006,92
erlang,559,44
sales plan,1238,71
bada,153,5
data acquisition,435,89
mac apps,871,26
consultative sales management,358,67
microchip,931,55
office 365,1020,56
sales contracts,1234,73
web content optimization,1547,57
e-publishing,513,45
amazon kindle,72,74
shoutcast,1283,54
web communities,1543,56
visual web developer,1518,68
concept artistry,352,37
chemical engineering,269,50
communications,331,36
computer maintenance,345,79
apache mahout,87,45
creative,406,50
createive suite,405,95
academic consulting,19,26
ms sql,979,35
regular expressions,1196,92
other - photography,1062,45
human resources consulting (hr),718,81
couchdb,395,85
business intelligence tools,213,46
interior,752,36
motif,966,81
maxon cinema 4d,911,59
marketing coordination,895,69
video compression,1490,61
jewelry design,806,44
database marketing,460,115
esales,561,41
ms excel pivot tables,974,72
bank reconciliation,154,50
mpls,971,65
social integration,1308,79
home video,710,98
asian business,125,38
customer conversion,425,75
openerp,1037,51
server,1275,58
cassandra,256,61
salesforce.com training,1247,54
cloth simulation,297,76
team player,1404,22
martial arts,903,38
microsoft great plains,937,59
web conversion,1549,60
tax reporting,1400,84
social crm,1304,73
architectural drawings,110,78
portuguese translation,1130,67
website content writing,1581,50
desktop applications,472,72
bash,160,35
database administration,454,48
game prototyping,647,62
paid content,1069,68
latin,834,36
political cartoon,1125,16
application design,99,71
iphone application development,779,93
healthcare systems,705,38
sugar crm,1378,64
ethical hacking,563,40
mobile marketing,959,24
government proposals,682,48
scheme,1253,47
digital designs,480,103
2d design,6,63
3d design,10,87
email support,545,84
photoshop,1100,44
bulk mailing,203,14
japanese translation,795,73
e-advertising,508,81
markup,902,26
italian translation,791,40
digital film,481,59
web landing pages,1556,81
hd video,701,47
icons,723,44
design research,468,78
iphone design,780,55
cgi/perl,261,31
generator,653,49
page design,1068,59
promotions,1162,80
pick,1112,40
financial planning,607,56
wiki,1596,30
data collection,440,73
puppet,1178,79
collections,316,83
request for proposal design (rfp),1201,51
desktop application development,471,49
video presentations,1496,54
web traffic,1577,29
pl,1117,34
spring,1351,57
ms powerpoint,978,73
game testing,650,80
photo manipulation,1097,53
interior design-residential,754,43
english translation,554,51
data migration,445,65
arabic,105,63
arduino,113,64
data management,444,57
electrical,535,34
barcode,158,42
social bookmarking,1303,50
facebook design,577,48
wedding photography,1590,38
3d rendering,15,23
chinese translation,276,76
apache tomcat,88,67
electrical engineering,537,52
off page,1019,50
videography,1501,74
ext js,572,38
rfid,1216,26
dj,495,77
retail design,1210,56
cad/cam,237,88
blog design,178,83
tumblr,1444,32
film production,599,90
windows azure,1600,60
newsletter design,1004,71
oil painting,1022,69
interspire,764,74
architectural rendering,111,65
direct digital marketing,485,42
pc hardware,1082,41
property management,1164,51
leads,839,57
jpa,811,54
csr,414,62
non fiction writing,1011,58
food photography,628,94
sports,1347,41
cocoa touch,306,62
video streaming,1500,36
gis,661,42
brand advertising,193,84
gmail,665,25
django framework,497,37
client requirements,293,31
asp classic,127,72
layout design,835,80
windows server,1605,35
change management,262,88
audio production,135,83
ad management,37,53
web analytics,1537,49
flash presentations,622,62
branding,195,55
joomla!,808,65
photodraw,1098,44
custom art,420,48
windows 8,1599,71
switches,1385,59
sem / adwords,1270,46
business to business marketing strategy (b2b),226,35
pcb layout,1084,53
retail sales,1211,91
microsoft onenote,938,66
reverse engineering,1212,40
t-shirt illustration,1394,56
litigation,859,24
curl,418,42
hebrew,706,79
sass,1251,69
chinese,275,31
database engine,458,47
software programming,1332,51
iphone sdk,782,48
financial services,608,52
user experience design,1466,68
django,496,61
jboss,802,44
online publishing,1030,101
letter writing,844,80
visual basic.net,1513,73
google docs,673,73
mobile phone,960,76
nosql,1015,73
paralegal,1071,33
postfix,1133,46
greek,691,62
fundraising,642,62
sqlite,1358,50
forum posting,631,79
content management system (cms),365,62
progress,1159,71
web security,1567,71
commercial video,329,62
rpg,1224,106
irish,786,41
realist painting,1190,21
google website optimizer,679,30
data processing,447,49
swedish,1383,70
autodesk mudbox,144,46
marketing management,897,60
mcp,913,51
jsf,814,62
agile web development,60,43
website promotion,1586,57
google maps api,675,75
english (uk),553,51
legal advice,841,54
cooking,375,46
selling,1268,47
web games,1554,93
database servers,463,31
phpfox,1106,80
lan,829,15
script writing,1258,42
other - multimedia services,1061,80
sql injection,1356,102
buddypress,199,23
internet technologies,761,36
social media consulting,1313,57
git,662,57
devexpress,476,50
user interface design,1467,74
computer literacy,344,46
cartooning,254,64
customer satisfaction,429,63
compensation,336,65
appointment scheduling,103,63
audio books,133,69
client server application development,294,63
industrial design,739,90
mailchimp,883,76
social media,1310,61
typography,1453,62
style guide development,1376,18
other - admin support,1057,78
microsoft azure,935,50
mobile design,956,45
cover design,399,70
clustering,301,50
tibco,1429,51
freebsd,633,39
plastics engineering,1118,43
facebook marketing,579,47
google plus,677,47
google adsense,668,75
caricatures,252,40
sketchup,1291,33
content development,362,54
localization,866,42
driving,504,38
article rewriting,119,64
ios programming,773,59
product illustration,1155,58
comic strip,324,73
photoshop design,1102,45
cognos,313,78
fashion design,583,68
custom software development,423,31
gps,683,40
ebay,514,79
security testing,1265,66
data research,448,58
acting,29,48
pinterest,1114,59
statistics,1367,58
haml,697,57
data warehouse,452,46
azure,149,78
portait painting,1126,69
sculpture,1260,76
curriculum development,419,51
database programming,461,48
algorithms,68,62
receptionist skills,1191,48
fpga,632,42
sms gateway,1299,59
time management,1431,103
aviation,146,54
sugarcrm,1379,24
internet leads,757,57
ldap,836,75
app design,92,73
vmware,1521,58
sports writing,1348,88
web technologies,1574,57
linq,853,81
rest,1206,46
wordpress,1613,81
drupal,505,41
bookkeeping,190,60
shopping carts,1280,29
