cost,skills,user_id,user_name
14.090967812549028,"['t02', 't09']",0,w00
6.24671314043823,"['t00', 't09', 't04']",1,w01
3.2037017079869727,['t01'],2,w02
5.4902435919563155,"['t02', 't04', 't03']",3,w03
3.4693855055422373,"['t00', 't03', 't06']",4,w04
4.9843879759108445,"['t01', 't06', 't08']",5,w05
23.80774449045306,"['t02', 't08', 't07']",6,w06
14.584065162090061,"['t00', 't01', 't07', 't05', 't09']",7,w07
34.188101316299175,"['t02', 't09', 't04', 't03']",8,w08
48.66190612911875,"['t00', 't03']",9,w09
