skill,skill_id,valuation
korean,87,32
typography,151,44
bootstrap,28,36
ruby on rails,127,68
robotics,126,62
web hosting,163,33
leads,89,47
mathematics,96,38
photography,111,51
bulk marketing,30,34
microcontroller,100,52
windows desktop,168,55
t-shirts,144,51
matlab &amp; mathematica,97,44
statistics,141,55
after effects,9,32
research,124,36
cad/cam,37,22
3d rendering,3,59
delphi,51,46
animation,14,43
data entry,48,56
software architecture,136,27
wordpress,171,57
data processing,49,43
articles,0,0
copywriting,0,0
ghostwriting,0,0
php,0,0
html,0,0
website design,0,0
graphic design,0,0
excel,0,0
web search,0,0
seo,0,0
css,0,0
c programming,0,0
engineering,0,0
c# programming,0,0
anything goes,0,0
academic writing,0,0
article rewriting,0,0
copy typing,0,0
technical writing,0,0
3d modelling,0,0
3d animation,0,0
3ds max,0,0
ajax,0,0
mysql,0,0
javascript,0,0
link building,0,0
internet marketing,0,0
advertising,0,0
virtual assistant,0,0
translation,0,0
algorithm,0,0
c++ programming,0,0
classifieds posting,0,0
marketing,0,0
project management,0,0
script install,0,0
.net,0,0
word,0,0
microsoft access,0,0
pdf,0,0
video services,0,0
flash,0,0
customer support,0,0
spanish,0,0
illustrator,0,0
illustration,0,0
game design,0,0
photoshop,0,0
audio services,0,0
psd to html,0,0
logo design,0,0
brochure design,0,0
business cards,0,0
web scraping,0,0
mechanical engineering,0,0
autocad,0,0
product design,0,0
photo editing,0,0
sales,0,0
videography,0,0
caricature &amp; cartoons,0,0
proofreading,0,0
linux,0,0
apache,0,0
sql,0,0
